KEY,NOTES_FOR_LOCALISATION,LINE_EN,LINE_XX,LINE_FR,LINE_IT,LINE_DE,LINE_ES,LINE_BP,LINE_JP,LINE_RU,LINE_KP,LINE_CN,LINE_XX
$book1_2_id,,Getting Around,XX,Déplacements,Movimento,Fortbewegung,Cómo moverte,Andando por aí,歩き回る,,,四处转转,XX
$book1_2_page1_1,,"In APICO you can move up, down, left, and right with ◧, ◨, ◩, and ◪",XX,"Dans APICO, tu peux te déplacer en haut, en bas, à gauche et à droite avec ◧, ◨, ◩ et ◪.","In APICO, puoi andare su, giù, a sinistra e a destra con ◧, ◨, ◩, e ◪.","In APICO kannst du dich mit ◧, ◨, ◩ und ◪ nach oben, unten, links und rechts bewegen.","En APICO, puedes moverte hacia arriba, abajo, a la izquierda y a la derecha con ◧, ◨, ◩, y ◪.","Em APICO você pode se mover para cima, baixo, esquerda e direita com ◧, ◨, ◩, e ◪",APICOでは◧、◨、◩、◪で上、下、左、右に移動できるよ。,,,"在蜂语镇中, 你可以用◧, ◨, ◩, ◪键来向上下左右移动.",XX
$book1_2_page1_2,,"When you hover your mouse cursor over anything in the world, it will bring up a tooltip in the corner with more information and how you can use it - useful, huh!",XX,"Lorsque tu passes ton curseur sur un élément, une infobulle s'affiche avec plus d'informations et la manière dont tu peux t'en servir. Pratique, non ?","Quando passi con il cursore del mouse su un qualsiasi elemento, comparirà una descrizione nell'angolo con ulteriori informazioni e il modo in cui può essere usato - utile, no?","Wenn du mit dem Mauszeiger über etwas in der Welt fährst, erscheint in der Ecke ein Tipp mit weiteren Informationen und einer Beschreibung, wie du es verwenden kannst - nützlich, oder?","Cuando pasas el mouse por cualquier cosa que haya por ahí, aparecerá una descripción en la esquina que contendrá más información sobre su uso. Muy útil, ¿eh?","Quando colocar o cursor do mouse sobre qualquer coisa no mundo, ele mostrará uma dica no canto, dando mais informações sobre como usar - útil, né?",アイテムにマウスのカーソルを合わせると、画面の端にツールヒントが表示されて詳細や使い方分かる - 便利だね！,,,"当你的鼠标悬停在任意目标上时, 角落里会弹出一个提示框, 上面包含更多信息以及使用方法, 很有用吧!",XX
$book1_2_page1_gp1,,"In APICO you can move up, down, left, and right with ①",XX,"Dans APICO, tu peux te déplacer en haut, en bas, à gauche et à droite avec ①.","In APICO, puoi andare su, giù, a sinistra e a destra con ①.","In APICO kannst du dich mit ① nach oben, unten, links und rechts bewegen.","En APICO, puedes moverte hacia arriba, abajo, a la izquierda y a la derecha con ①.","Em APICO você pode se mover para cima, baixo, esquerda e direita com ①",APICOでは①で上、下、左、右に移動できるよ。,,,"在蜂语镇中, 你可以用①来向上下左右移动.",XX
$book1_2_page1_gp2,,"As you move near things a tooltip will popup in the corner with more information on what it is how you can use it - useful, huh!",XX,"Lorsque tu approches d'un élément, une infobulle s'affiche avec plus d'informations et la manière dont tu peux t'en servir. Pratique, non ?","Quando ti avvicini a un elemento, comparirà una descrizione nell'angolo con ulteriori informazioni e il modo in cui può essere usato - utile, no?","Wenn du dich in die Nähe von Dingen bewegst, erscheint in der Ecke ein Tipp mit weiteren Informationen darüber, was es ist und wie du es verwenden kannst - nützlich, oder?","Cuando te acerques a cualquier cosa que haya por ahí, aparecerá una descripción en la esquina que contendrá más información sobre su uso. Muy útil, ¿eh?","Conforme se aproxima de coisas, dicas irão aparecer no canto com mais informações sobre como usá-las - útil, né?",アイテムに近づくと、画面の端にツールヒントが表示されて詳細や使い方分かる - 便利だね！,,,"当你靠近任意目标时, 角落里会弹出一个提示框, 上面包含更多信息以及使用方法, 很有用吧!",XX
$book1_2_page2_1,,You can interact with anything around you with the ▵ - you can reach quite far with those cute little arms!,XX,Tu peux interagir avec tout ce qui t'entoure avec ▵. T'as une portée assez folle avec tes mignons petits bras !,Puoi interagire con le cose attorno a te usando ▵ - puoi arrivare parecchio distante con quelle braccine che hai!,Mit dem ▵ kannst du mit allem um dich herum interagieren - du kommst mit diesen niedlichen kleinen Armen ziemlich weit!,Puedes interactuar con todo lo que haya a tu alrededor con ▵. ¡Esos bracitos que tienes llegan bastante lejos!,Você pode interagir com qualquer coisa usando ▵ - e seu alcance é bem grande mesmo com esses bracinhos curtos!,▵でアイテムに対して行動を起こすよ。その短くってかわいい腕で遠くのものだって届いちゃう！,,,你可以按▵和周围的任意目标互动. 你的小胳膊其实可以伸很远喔!,XX
$book1_2_page2_2,,"Punch some trees, pick some flowers, scare some birds - just go hog wild.",XX,"Frappe quelques arbres, cueille quelques fleurs, effraye quelques oiseaux. Fais-toi plaisir !","Prendi a pugni qualche albero, raccogli dei fiori, scaccia qualche uccello... fai quello che vuoi!","Schlage ein paar Bäume, pflücke ein paar Blumen, erschrecke ein paar Vögel - werde einfach wild.","Dales puñetazos a algunos árboles, recoge flores, ahuyenta pájaros: ¡haz lo que quieras!","Soque árvores, pegue flores, afugente pássaros - Seja livre.",木を切って、花を摘んで、鳥を驚かして - ワイルドにいこう。,,,"敲敲树, 摘摘花, 吓小鸟一跳, 在这里你可以尽情放肆.",XX
$book1_2_page2_3,,"Let's go aggro some forest spirits, take this axe!",XX,Allons agresser quelques esprits de la forêt avec cette hache !,"Facciamo infuriare qualche spirito della foresta, prendi quest'ascia!","Lass uns ein paar Waldgeister angreifen, nimm diese Axt!",Vamos a molestar a algunos espíritus del bosque: ¡toma esta hacha!,"Vamos enfurecer alguns espíritos da floresta, pegue esse machado!",森の精霊にケンカを売るぞ、さぁ斧を持って！,,,"我们现在要去招惹森林精灵咯, 把斧子拿上!",XX
$book1_2_page2_gp1,,Once something is highlighted you can interact with it with ③!,XX,"Une fois un élément mis en évidence, tu peux interagir avec lui avec ③ !","Quando un elemento è in evidenza, puoi interagirci con ③!","Sobald etwas hervorgehoben ist, kannst du mit ③ darauf reagieren!","¡Cuando veas que algo está resaltado, oprime ③ para interactuar!","Quando algo estiver destacado, você pode interagir usando o ③!",アイテムが選択されたら③で行動を起こそう！,,,高亮的目标都可以按③互动!,XX
$book1_3_id,,Gathering Resources,XX,Récolte des ressources,Raccolta delle risorse,Sammeln von Ressourcen,Recoger recursos,Coletando recursos,資源の収集,,,收集资源,XX
$book1_3_page1_1,,"When you ◆ something, you will use whatever item is in your 'equipped' hotbar slot or held with ▵.",XX,"Lorsque tu ◆ un élément, tu utiliseras l'objet qui se trouve dans l'emplacement « équipé » de ta barre d'outils ou que tu tiens avec ▵.","Quando usi ◆ su qualcosa, utiizzerai l'oggetto che si trova nello slot di scelta rapida 'equipaggiato' o che tieni premuto con ▵.","Wenn du ◆ drückst, verwendest du den Gegenstand, der sich in deinem 'ausgerüsteten' Schnellzugriff-Bereich befindet oder der mit ▵ gehalten wird.","Cuando presiones ◆ en algo, usarás el objeto que tengas con ▵ o en el espacio 'equipado' de la barra rápida.","Quando você ◆ algo, você usará qualquer item que estiver 'equipado' na barra de atalhos, ou sendo segurado com▵.",◆を押したら、装備済みホットバーにあるか、▵で持っているアイテムを使う。,,,"当你◆某物, 就会使用快捷栏中正在'装备'的, 或是用▵按住的物品.",XX
$book1_3_page1_2,,Select that fancy Axe we just gave you using the hotbar keys ◲ - ◳ or pick it up with the ▵,XX,Sélectionne la jolie hache que nous venons de te donner en utilisant les touches ◲ et ◳ de la barre d'outils ou avec ▵.,Seleziona la bellissima ascia che ti abbiamo appena dato usando i tasti di scelta rapida ◲ - ◳ o raccoglila usando▵.,"Wähle die schicke Axt, die wir dir gerade gegeben haben, mit den Schnellzugriff-Tasten ◲ - ◳ oder nimm sie mit der ▵-Taste auf.",Selecciona esa hacha tan elegante que te dimos con las teclas rápidas ◲ - ◳ o tómala con ▵.,Pegue aquele machado estiloso que acabei de te entregar usando as teclas de atalho ◲ - ◳ ou pegue usando ▵.,ホットバーのキー◲ - ◳を使うか▵で今手に入れた素敵な斧を選択しよう,,,"用快捷键◲ - ◳, 或是用▵来拿起刚才给你的帅气斧头.",XX
$book1_3_page1_gp1,,"When you ③ something, you will use whatever item is in your 'equipped' hotbar slot.",XX,"Lorsque tu ③ un élément, tu utiliseras l'objet qui se trouve dans l'emplacement « équipé » de ta barre d'outils.","Quando usi ③ su qualcosa, utiizzerai l'oggetto che si trova nello slot di scelta rapida 'equipaggiato'.","Wenn du ③ drückst, wirst du den Gegenstand benutzen, der sich in deinem 'ausgerüsteten' Schnellzugriff-Bereich befindet.","Cuando oprimas ③ en algo, usarás el objeto que tengas en el espacio 'equipado' de la barra rápida.","Quando você ③ algo, você usará qualquer item que estiver 'equipado' na barra de atalhos.",③を押したら、装備済みホットバーにあるアイテムを使う。,,,"当你③某物, 就会使用快捷栏中正在'装备'的物品.",XX
$book1_3_page1_gp2,,Select that fancy Axe we just gave you using ⑭ and ⑯ to cycle through the hotbar.,XX,Sélectionne la jolie hache que nous venons de te donner en utilisant ⑭ et ⑯ pour faire défiler la barre d'outils.,Seleziona la bellissima ascia che ti abbiamo appena dato usando ⑭ e ⑯ per muoverti nella barra di scelta rapida.,"Wähle die schicke Axt, die wir dir gerade gegeben haben, mit ⑭ und ⑯ aus, indem du durch den Schnellzugriff schaltest.","Selecciona esa hacha tan elegante que te dimos. Para hacerlo, usa ⑭ y ⑯ para moverte por la barra rápida.",Pegue aquele machado estiloso que acabei de te entregar usando ⑭ e ⑯ para mexer pela barra de atalhos.,⑭と⑯で、ホットバーから今手に入れた素敵な斧を選択しよう,,,用⑭和⑯在快捷栏中选中刚才给你的帅气斧头吧.,XX
$book1_3_page2_1,,You can change your hotbar slot by scrolling with ◉,XX,Tu peux changer d'emplacement de ta barre d'outils en faisant défiler avec ◉.,Puoi cambiare la tua barra di scelta rapida scorrendo con ◉.,Du kannst den Schnellzugriff-Bereich durch Blättern mit ◉ ändern.,Puedes cambiar tu espacio de acceso rápido desplazándote con ◉.,"Você pode trocar a seleção da sua barra de atalhos, rolando o ◉",◉でスクロールしてホットバースロットを変更,,,你可以滚动◉来在快捷栏中切换物品.,XX
$book1_3_page2_2,,Now we can do some damage! Try not to think about the fact it's made of wood.,XX,"On peut maintenant faire des dégâts ! C'est en bois, mais c'est mieux que rien.",Ora sì che possiamo fare del vero danno! Prova a non pensare al fatto che sia di legno.,"Jetzt können wir etwas Schaden anrichten! Versuche, nicht daran zu denken, dass sie aus Holz ist.",¡Ahora podemos hacer daño! Intenta no pensar en que se trata de madera.,Agora a gente pode causar um estrago! Não tente entender como ele funciona sendo de madeira.,これでいくらか破壊ができる！木材でできているなんていう事実は考えてはいけない。,,,现在我们可以开始搞破坏啦! 尽量不要去想它是木头做的.,XX
$book1_3_page2_3,,I said don't think about it!,XX,On va s'en contenter !,Ho detto di non pensarci!,Ich sagte: Denk nicht darüber nach!,¡Dije que no pensaras en eso!,Eu disse pra não tentar!,考えないでってば！,,,我都说别想啦!,XX
$book1_3_page2_4,,"Go and ◆ on some trees with the Axe (you can hold down ◆ too!), collect 10 Logs, and then come back here for a reward.",XX,"Fais ◆ sur quelques arbres avec ta hache (ou maintiens simplement ◆ enfoncé), collecte 10 bûches, puis reviens ici pour une récompense.","Usa ◆ sugli alberi con l'ascia (puoi anche tenere premuto ◆!), raccogli 10 tronchi e torna qui per una ricompensa.",Geh und nutze ◆ mit der Axt an ein paar Bäumen (du kannst auch ◆ gedrückt halten!). Sammle 10 Holzstämme ein und komm hierher zurück.,Ve y ◆ algunos árboles con el hacha (¡también puedes mantener ◆!). Recoge 10 troncos y luego regresa por tu recompensa.,"Vá e ◆ em algumas árvores com seu Machado (você também pode segurar o ◆ !), colete 10 troncos e volte aqui para pegar sua recompensa.",木に近づいて◆を押そう（◆を長押しでも可！）。丸太を10本集められたら、報酬をもらいに戻ってきてね。,,,"选中斧头后对着树按◆(你也可以按住◆!), 收集10个原木, 然后回来领取奖励吧.",XX
$book1_3_page2_gp4,,"Go and ③ on some trees with the Axe (you can hold down ③ too!), collect 10 Logs, and then come back here for a reward.",XX,"Fais ③ sur quelques arbres avec ta hache (ou maintiens simplement ③ enfoncé), collecte 10 bûches, puis reviens ici pour une récompense.","Usa ③ sugli alberi con l'ascia (puoi anche tenere premuto ③!), raccogli 10 tronchi e torna qui per una ricompensa.",Geh und nutze ③ mit der Axt an ein paar Bäumen (du kannst auch ③ gedrückt halten!). Sammle 10 Holzstämme und komm hierher zurück.,Ve y ③ algunos árboles con el hacha (¡también puedes mantener ③!). Recoge 10 troncos y luego regresa por tu recompensa.,"Vá e ③ em algumas árvores com seu Machado (você também pode segurar o ③ !), colete 10 troncos e volte aqui para pegar sua recompensa.",木に近づいて③を押そう（③を長押しでも可！）。丸太を10本集められたら、報酬をもらいに戻ってきてね。,,,"选中斧头后对着树按③(你也可以按住③!), 收集10个原木, 然后回来领取奖励吧.",XX
$book1_4_id,,Resource Management,XX,Gestion des ressources,Gestione delle risorse,Ressourcen-Management,Gestión de recursos,Gerenciando recursos,資源の管理,,,资源管理,XX
$book1_4_page1_1,,"As you start the deforestation of this poor, helpless world, you'll notice you're picking up a lot of different things!",XX,"En entamant la déforestation de ce pauvre monde sans défense, tu remarques que tu ramasses un tas de trucs !","Dopo aver iniziato la deforestazione di questo povero mondo indifeso, noterai che stai raccogliendo un sacco di cose diverse!","Wenn du mit der Abholzung dieser armen, hilflosen Welt beginnst, wirst du feststellen, dass du eine Menge verschiedener Dinge aufnimmst!","A medida que empieces a deforestar este pobre e indefenso mundo, ¡te darás cuenta de que recoges un montón de cosas!","Depois de começar o desmatamento desse mundo frágil e indefeso, você vai perceber que está coletando várias coisas!",貧しく救いようのない世界の森林伐採を始めたキミなら、色んなものが手に入ることが分かっただろう！,,,"开始在这个可怜无助的世界中砍伐树木后, 你会发现自己捡到了各种各样的东西!",XX
$book1_4_page1_2,,"While you can always see your hotbar at the top of the screen, you can open your full inventory at any time by pressing ◰.",XX,"Tu peux voir ta barre d'outils en haut de l'écran, mais aussi ouvrir ton inventaire complet à tout moment en appuyant sur ◰.","Anche se vedrai sempre la barra di scelta rapida in cima allo schermo, puoi aprire il tuo inventario completo in ogni momento premendo ◰.","Während du deinen Schnellzugriff immer am oberen Rand des Bildschirms sehen kannst, kannst du dein gesamtes Inventar jederzeit durch Drücken von ⑧ öffnen.","Si bien puedes ver la barra rápida en la parte superior de la pantalla en todo momento, también puedes abrir el inventario presionando ◰.","Apesar de sempre ver sua barra de atalhos no topo da tela, você pode abrir seu inventário completo quando quiser apertando ◰.",画面上に常時ホットバーが表示されている。◰を押すとインベントリを開くことができるよ。,,,"快捷栏会总是显示在屏幕上方, 你可以随时按◰来查看完整物品栏.",XX
$book1_4_page1_gp2,,"While you can always see your hotbar at the top of the screen, you can open your full inventory at any time by pressing ⑧.",XX,"Tu peux voir ta barre d'outils en haut de l'écran, mais aussi ouvrir ton inventaire complet à tout moment en appuyant sur ⑧.","Anche se vedrai sempre la barra di scelta rapida in cima allo schermo, puoi aprire il tuo inventario completo in ogni momento premendo ⑧.","Während du deinen Schnellzugriff immer am oberen Rand des Bildschirms sehen kannst, kannst du dein gesamtes Inventar jederzeit durch Drücken von ◰ öffnen.","Si bien puedes ver la barra rápida en la parte superior de la pantalla en todo momento, también puedes abrir el inventario oprimiendo ◰.","Apesar de sempre ver sua barra de atalhos no topo da tela, você pode abrir seu inventário completo quando quiser apertando ⑧.",画面上に常時ホットバーが表示されている。⑧を押すとインベントリを開くことができるよ。,,,"快捷栏会总是显示在屏幕上方, 你可以随时按⑧来查看完整物品栏.",XX
$book1_4_page2_1,,◆ will pick up any item in a slot and move it to any other slot.,XX,◆ récolte un objet et le déplace vers un autre emplacement.,Con ◆ potrai raccogliere qualsiasi oggetto in uno slot e spostarlo in un altro.,◆ nimmt einen beliebigen Gegenstand in einem Bereich auf und verschiebt ihn in einen anderen Bereich.,Con ◆ podrás recoger cualquier objeto en un espacio y moverlo a otro.,◆ irá pegar qualquer item em um espaço e movê-lo até outro..,◆でスロット内のアイテムを手に取って他のスロットに移すことができる。,,,"按◆可以拾起槽位中的任意物品, 将其移动至其他槽位",XX
$book1_4_page2_2,,◇ will pick up half of a stack or drop 1 item from a stack you have picked up,XX,◇ récolte la moitié d'une pile ou lâche 1 objet d'une pile que tu as récoltée.,Con ◇ potrai raccogliere metà della pila o far cadere 1 oggetto da una pila che hai raccolto.,"◇ nimmt die Hälfte eines Stapels auf oder lässt 1 Gegenstand von einem Stapel fallen, den du aufgenommen hast",Con ◇ podrás recoger la mitad de una pila o soltar un objeto de una pila que ya hayas recogido.,◇ irá pegar metade da pilha ou soltará 1 da pilha que você está segurando.,◇を押すとスタックの半分のアイテム取ったり、持っているスタックのうちアイテムを1つだけ手放すことができたりする,,,"按◇可以拾起物品堆中的一半, 或是从已拾起的物品堆中放下一件",XX
$book1_4_page2_3,,◉ on an item to collect as many of that item as you have in that menu,XX,◉ sur un objet pour collecter autant d'objets que tu le peux dans ce menu.,Con ◉ potrai raccogliere quanto più puoi contenere di quell'oggetto nel tuo inventario.,"Drücke ◉ auf einem Gegenstand, um alle diese Gegenstände im Menü aufzunehmen.",Con ◉ podrás recoger todas las unidades que tengas de dicho objeto en tu inventario.,◉ em um item para coletar o máximo que puder daquele item desde que você o tenha no menu.,アイテム上で◉を押してメニュー内のアイテムを全て集める,,,按◉可以将菜单中所有该物品全部拾起,XX
$book1_4_page2_gp1,,③ will pick up any item in a slot and move it to any other slot.,XX,③ récolte un objet et le déplace vers un autre emplacement.,Con ③ potrai raccogliere qualsiasi oggetto in uno slot e spostarlo in un altro.,③ nimmt jeden Gegenstand in einem Bereich auf und verschiebt ihn in einen anderen Bereich.,Con ③ podrás recoger cualquier objeto en un espacio y moverlo a otro.,③ irá pegar qualquer item em um espaço e movê-lo até outro.,③でスロット内のアイテムを手に取って他のスロットに移すことができる。,,,"按③可以拾起槽位中的任意物品, 将其移动至其他槽位",XX
$book1_4_page2_gp2,,④ will quickly move an item to your inventory or vice-versa,XX,④ déplace rapidement un objet vers ton inventaire ou vice-versa.,Con ④ potrai spostare rapidamente un oggetto nel tuo inventario e viceversa.,④ verschiebt einen Gegenstand schnell in dein Inventar oder umgekehrt,Con ④ podrás mover rápidamente un objeto a tu inventario y viceversa.,④ irá mover rapidamente um item em seu inventário e vice-versa,④でアイテムを瞬時にインベントリに移したり、出したりできる,,,"按④可以快速将一种物品放入物品栏, 反之亦然",XX
$book1_4_page2_gp3,,Press ② on an item to collect as many of that item as you can from that menu,XX,Appuye sur ② sur un objet pour collecter autant d'objets que tu le peux dans ce menu.,Premi ② per raccogliere quanto più puoi contenere di quell'oggetto nel tuo inventario.,"Nutze ② auf einem Gegenstand, um so viele Gegenstände wie möglich aus diesem Menü zu sammeln.",Oprime ② para recoger todas las unidades que tengas de dicho objeto en ese menú.,"Pressione ② em um item para coletar o máximo que puder daquele item, naquele menu",アイテム上で②を押してメニュー内のアイテムを全て集める,,,按②可以将菜单中所有该物品全部拾起,XX
$book1_5_id,,Crafting,XX,Artisanat,Creazione,Gegenstände herstellen,Creación,Criação,クラフト,,,制造,XX
$book1_5_page1_1,,Time to get crafting! Grab that workbench we just gave you and plonk it down somewhere!,XX,Il est temps de s'adonner à l'artisanat ! Munis-toi de l'établi que nous venons de te donner et pose-le quelque part !,È tempo di darsi all'artigianato! Prendi quel banco da lavoro che ti abbiamo appena fornito e mettilo da qualche parte!,"Zeit zum Basteln! Nimm die Werkbank, die wir dir gerade gegeben haben, und stell sie irgendwo hin!",¡Es hora de ponerse creativos! Toma esa mesa de trabajo que te acabamos de dar y ponla en algún lugar.,Hora de pôr a mão na massa! Pegue a bancada de trabalho que te dei e bote em algum lugar!,クラフトの時間だ！手に入れた作業台をどこかに設置しよう！,,,"制造时间到! 拿上刚才给你的工作台, 找个地方把它放下吧!",XX
$book1_5_page1_2,,Once placed you can click on the Workbench with ◆ to view the Workbench crafting menu!,XX,"Une fois placé, tu peux cliquer sur l'établi avec ◆ pour afficher le menu d'artisanat !","Una volta collocato, clicca sul banco da lavoro con ◆ per visualizzare il menu di creazione!","Sobald du sie platziert hast, kannst du mit ◆ auf die Werkbank klicken, um das Herstellungsmenü der Werkbank anzuzeigen!","Cuanto ya la tengas lista, ¡haz clic ◆ sobre la mesa de trabajo para ver el menú de creación!","Uma vez colocada, você pode clicar na Bancada de trabalho com ◆ para visualizar o menu de criação da Bancada!",設置出来たら作業台をクリックして◆でクラフトメニューを見よう！,,,放置完成后可以用◆点击工作台来查看制造菜单!,XX
$book1_5_page1_gp2,,Once placed you can interact with the Workbench by pressing ③ to view the Workbench crafting menu!,XX,"Une fois placé, tu peux interagir avec l'établi en appuyant sur ③ pour afficher le menu d'artisanat !","Una volta posizionato, puoi interagire con il banco da lavoro premendo ③ per visualizzare il menu di creazione!","Sobald du sie platziert hast, kannst du mit der Werkbank interagieren, indem du ③ drückst, um das Herstellungsmenü der Werkbank anzuzeigen!","Cuanto ya la tengas lista, ¡usa ③ sobre la mesa de trabajo para ver el menú de creación!","Uma vez colocada, você pode interagir com a Bancada de trabalho apertando ③ para visualizar o menu de criação da Bancada!",設置出来たら③で作業台のクラフトメニューを見よう！,,,放置完成后可以按③与工作台互动来查看制造菜单!,XX
$book1_5_page2_1,,Go and open the Workbench and you'll see a recipe for a 'Sawbench'.,XX,Ouvre l'établi et tu verras une recette pour un « banc de scie ».,Apri il banco da lavoro e vedrai una ricetta per un 'banco sega'.,Öffne deine Werkbank und du wirst eine Anleitung für eine 'Sägebank' sehen.,"Adelante, abre la mesa de trabajo, donde verás la receta para una 'sierra'.",Abra a Bancada e verá uma receita de 'Serra de Mesa'.,作業台のところへ行って開いてみよう。「作業台」の手順が見られる。,,,"去打开工作台, 你会看到'锯床'的制造配方.",XX
