KEY,NOTES_FOR_LOCALISATION,LINE_EN,LINE_XX,LINE_FR,LINE_IT,LINE_DE,LINE_ES,LINE_BP,LINE_JP,LINE_RU,LINE_KP,LINE_CN,LINE_XX
$npc1_DA,[Skipper Talking] After 3 bees discovered,"Looks like yah settlin' in just fine, matey!! You'll be a beekeeping master in no time!",XX,"On dirait que tu commences à trouver tes marques, matelot ! Tu s'ras spécialiste de l'apiculture en un rien d'temps !",Sembra che ti sia ambientando alla grande! Tra non molto l'apicoltura non avrà segreti per te!,"Sieht aus, als würdest du dich gut einleben! Du wirst in kürzester Zeit ein Meister der Bienenzucht sein!","¡Parece que te estás adaptando muy bien, contramaestre! ¡Pronto serás una eminencia de la apicultura!","Parece que você está em casa, camarada!!! Você vai se tornar especialista em apicultura, logo, logo!",もう慣れてきたようじゃな！！キミはすぐに養蜂マスターになれるよ！,,,看来你适应得很好嘛! 过不了多久你就会变成养蜂高手啦!,XX
$npc1_EA,[Skipper Talking] After 6 bees discovered,Hoho!! Feel like you need to be able to carry more bees? I just got in some mighty fine backpacks from the Mainland that'd do just the trick!,XX,Hoho ! Besoin de p'voir transporter plus d'abeilles ? Je viens de recevoir de très beaux sacs à dos du continent !,"Oh oh! Sembra che tu abbia bisogno di portarti dietro più api, vero? Mi sono appena arrivati dei bellissimi zaini dal continente che potrebbero esserti utili!","Hoho!! Hast du das Gefühl, dass du mehr Bienen tragen musst? Ich habe gerade ein paar sehr schöne Rucksäcke vom Festland bekommen, die genau das möglich machen!","¡Jo, jo! ¿Sientes que necesitas llevar más abejas contigo? ¡Me acaban de llegar unas mochilas de la ciudad que te vendrán como anillo al dedo!",Ohoho!!! Tá precisando carregar mais abelhas? Eu tenho umas belas de umas Mochilas do Continente que podem te ajudar!,ほっほっ！！もっとたくさんのハチを運びたいのかい？本島から持ち帰った素敵なバックパックがあるよ。キミにぴったりじゃ。,,,"吼吼!!你是不是想多装点蜜蜂在身上? 我刚从大陆弄了些很好的背包来, 你刚好能用上!",XX
$npc1_FA,[Skipper Talking] After 7 reached,"Hoho!!! I think you're ready for a new adventure, matey! I've just finished a little gift for yah - she may be small, but she's got spirit! I daresay she should help yah get around the other Islands!",XX,"Hoho ! Je sens qu't'as d'quoi te lancer dans une nouvelle aventure, matelot ! J'ai un p'tit cadeau pour toi. Elle a beau être petite, elle a du caractère ! J'ose dire qu'elle t'aidera à te déplacer entre les îles !","Oh oh! Credo che sia il momento giusto per una nuova avventura! Ho appena finito di preparare un pensierino per te - è piccola, ma ha grande spirito! Oserei dire che ti tornerà utile per andare in giro sulle altre isole!","Hoho!!! Ich denke, du bist bereit für ein neues Abenteuer! Ich habe gerade ein kleines Geschenk für dich fertiggestellt - sie ist zwar klein, aber sie hat Temperament! Ich wage zu behaupten, dass sie dir helfen kann, auf den anderen Inseln herumzukommen!","¡Jo, jo! ¡Creo que ya estás para una nueva aventura, contramaestre! Acabo de terminarte un regalo. No es muy grande, ¡pero tiene espíritu! ¡Me atrevo a decir que hasta te permitirá llegar a las otras islas!","Ohoho!!! Parece que você está precisando de mais aventuras, colega! Acabei de terminar esse presentinho pra você - ela é pequena, mas aguenta o tranco! Não minto quando digo que ela pode te ajudar a explorar novas Ilhas!",ほっほっ！！！新しい冒険への準備はできているようじゃな！キミにささいなプレゼントを用意したよ。小さいが、エネルギーに満ち溢れている。島の旅をサポートしてくれるはずじゃ！,,,"吼吼!!你应该已经准备好开始新的冒险啦! 我刚给你准备了一个小礼物. 她可能小了点, 但可有精神了呢! 我敢说她能让你在各个岛上来去自如!",XX
$npc1_GA,[Skipper Talking] After Idol2 found,"Someone's been explorin', I haven't seen that Idol before! I know yer ol' Nana mentioned something about there being six of them - six is the magic number after all!",XX,J'avais jamais vu cette idole auparavant ! J'sais que ta vieille mémé a mentionné qu'il y en avait six. C'est l'nombre magique après tout !,"A qualcuno qui piace esplorare, non avevo mai visto quell'idolo prima d'ora! Maya ha detto che dovrebbero essercene sei in giro - e d'altronde sei è il numero magico!","Da ist aber jemand auf Entdeckungsreise gegangen, ich habe dieses Idol noch nie gesehen! Ich weiß, dass deine alte Oma etwas davon erwähnte, dass es sechs von ihnen gibt - sechs ist schließlich die magische Zahl!",¡Conque anduviste explorando por ahí! Jamás había visto ese tótem. Sé que la Nana mencionó algo así como que había seis tótems... ¡Y el seis es un número mágico!,"Parece que alguém andou explorando, nunca vi essa Estatueta antes! Eu sei que Dona Abélia falou que existem seis delas, e seis é um número mágico!",誰かは探索をしていたが、ワシはその像を見たことがない！おばあさんは像が6体存在するなどと言っていたぞ。6というのは意味ありげな数字なのじゃ！,,,"有人探索得很努力呢, 我以前从没见过那个神像! 我知道你奶奶说过一共有6个神像, 6可是个神奇的数字呢!",XX
$npc1_HA,[Skipper Talking] After 12 bees found,I reckon by now ya probably gettin' mighty tired lugging all your stuff across waters! I've been working on a new boat and boy is she a beaut.,XX,"Tu dois en avoir marre d'trimballer toutes tes affaires à travers les mers ! C'est pourquoi j'ai bossé sur un nouveau bateau. Le p'tit plus, c'est qu'il est vraiment beau.",Probabilmente starà diventando stancante portarti in giro tutte quelle cose sull'acqua! Sto lavorando su una nuova barca e cavolo se è bella!,"Ich schätze, du bist es mittlerweile leid, dein ganzes Zeug über die Gewässer zu schleppen! Ich habe an einem neuen Boot gearbeitet, und Junge, ist sie ein Prachtstück.","¡Me imagino que debes andar como una foca que huye de las orcas asesinas con tanto cargar cosas por las aguas! Estuve trabajando en un barco nuevo y, déjamelo decirte, es una preciosura.","Imagino que você deva estar se cansando de carregar toda essa tralha de lá pra cá nos mares! Eu estive construindo um novo barco, e rapaz, ficou uma lindeza.",そろそろキミも荷物を背負ってせっせと水辺を渡るのに疲れたじゃろう！新しいボートを作っていたんじゃが、なんともきれいなのができたんじゃ。,,,"拖着一身的东西跋山涉水一定累坏了吧! 我一直忙着做一艘新船呢, 老天, 她可太美了.",XX
$npc1_HB,[Skipper Talking] After 12 bees found,She's got just as much grace as her sister but plenty of room to hold all your stuff!,XX,"Elle est tout aussi gracieuse qu'sa sœur, mais a beaucoup plus de place pour cont'nir tes affaires !","Ha grazia da vendere come sua sorella, ma molto spazio aggiuntivo per tenere tutte le tue cose!","Sie ist genauso anmutig wie ihre Schwester, bietet aber viel Platz für all deine Sachen!","Tiene tanta gracia como su hermano menor, ¡pero mucho más espacio para guardar cosas!","Essa belezura é tão graciosa quanto a irmã, mas cheia de espaço pra você guardar suas coisas!",前のボートと同じくらい美しくできたし、なんとキミの荷物が全部入るスペースがある！,,,"她和之前那艘船一样优雅, 还有足够的空间可以给你放东西!",
$npc1_IA,[Skipper Talking] After 2 of more gates opened,"I have to say matey I haven't seen yah sailing as much as usual - don't tell me you've found a better way to travel than with the mighty waves beneath ya feet, hoho!",XX,"J'dois dire que j'te vois naviguer plus rarement ces temps-ci, matelot... Me dis pas que t'as trouvé une meilleure façon de voyager qu'à l'aide des puissantes vagues sous tes pieds, hoho !","Sai, non ti vedo navigare poi così tanto ultimamente - non dirmi che hai trovato un modo più comodo per viaggiare che con le onde sotto i piedi, oh oh!","Ich muss sagen, ich habe dich nicht so oft segeln sehen wie sonst - erzähl mir nicht, dass du eine bessere Art zu reisen gefunden hast als mit den mächtigen Wellen unter deinen Füßen, hoho!","Contramaestre, tengo que decir que últimamente no te veo zarpar mucho... ¡No me digas que encontraste una forma mejor de viajar que con las poderosas olas bajo tus pies! ¡Jo, jo!","Tenho que dizer, camarada, faz tempo que não te vejo navegar por aí... Vai me dizer que achou um jeito de viajar melhor do que sobre as ondas do mar? Ohoho!",いつもに比べてボートを漕いでいないようじゃな。波の上を移動するよりも良い方法が見つかったなんて言わないでくれ、ほっほっ！,,,"小家伙, 我发现最近你出海没有之前那么频繁了, 该不会你找到比乘风破浪更好的旅行方法了吧? 吼吼!",
$npc1_XA,[Skipper Talking] Hivemother Door opened / Game complete,"Ho, matey! Did ya see that blinding flash? It went all the way to the horizon and back! Crumbs, I've never did see nothing like that in all my time on the seas.",XX,"Ho, matelot ! T'as vu ce flash aveuglant ? Il s'étendait jusqu'à l'horizon ! Ça alors, j'ai jamais rien vu de tel d'toute mon existence.","Oh, ehilà! Hai visto quel lampo accecante? Arrivava fino all'orizzonte! Accidenti, credo di non aver visto nulla del genere in tutta la mia vita sul mare.","Ho! Hast du den grellen Blitz gesehen? Er reichte bis zum Horizont und wieder zurück! Krümel, so etwas habe ich in meiner ganzen Zeit auf dem Meer noch nie gesehen.","¡Jo, contramaestre! ¿Viste esa luz cegadora? ¡Viajó por todo a lo largo del horizonte y después se fue! ¡Popas y estribores! Jamás vi algo así en toda mi vida.","Alto, camarada! Você viu esse brilho? Ele cobriu todo o horizonte! Céus, nunca vi nada assim em todo meu tempo no mar.",ほっ、キミよ！目がくらむような光を見たかい？水平線まで届いて戻ってきたよ！なんと、あんなものは今まで海にいて一度もみたことがない。,,,"嘿, 小伙计! 看到那刺眼的闪光了吗? 光线一直延伸到地平线然后再回来! 天呐, 我出海这么久都没见过这样的景象.",
$npc1_XB,[Skipper Talking] Hivemother Door opened / Game complete,And did ya see all the bees? They're all glowing now!! I haven't the foggiest what's going on...,XX,Et t'as vu toutes ces abeilles ? Elles brillent de mille feux ! J'ai pas la moindre idée de ce qui s'passe...,E hai visto le api? Ora brillano tutte! Non ho la più pallida idea di cosa stia succedendo...,"Und hast du die Bienen gesehen? Sie leuchten jetzt alle!! Ich habe nicht die leiseste Ahnung, was hier los ist ...",¿Viste a las abejas? ¡Ahora brillan! No tengo ni la más pálida idea de qué está pasando...,E você viu as abelhas? Elas estão brilhando agora!!! Não tenho um pingo de ideia do que é isso...,あのハチも見たかい？みんな光っているよ！！何が起こっているのかまったくわからないな...,,,看到那些蜜蜂没? 它们都在发光!!我完全搞不明白发生了什么事...,
$npc1_XC,[Skipper Talking] Hivemother Door opened / Game complete,...you did what? ...you saw WHAT???,XX,T'as fait quoi... ? T'as vu QUOI... ??!,...tu cosa? Hai... visto COSA???,... du hast was getan? ... du hast WAS gesehen?,¿Que hiciste qué? ¿¿¿Que viste QUÉ???,... Você o quê? ... Você viu O QUÊ?,...何をしたんじゃ？...何を見たんじゃ？,,,...你干啥了? 你...你看到啥了?!!,
$npc1_XD,[Skipper Talking] Hivemother Door opened / Game complete,"Oh, {PLAYER.NAME}. Never have I heard such a tale of adventure - just you wait till the mainlanders hear this! You're a living, breathing legend!",XX,"Oh, {PLAYER.NAME}. J'ai jamais entendu un tel récit de péripéties... attends un peu que les habitants du continent l'entendent ! T'es une légende vivante, matelot !","Oh, {PLAYER.NAME}. Non avevo mai ascoltato nulla del genere - aspetta che lo sappiano gli abitanti del continente! Sei una vera leggenda vivente!","Oh, {PLAYER.NAME}. Noch nie habe ich so eine abenteuerliche Geschichte gehört - warte nur, bis die Festlandbewohner das hören! Du bist eine lebende, atmende Legende!","Ah, {PLAYER.NAME}. Jamás había escuchado sobre una aventura como la tuya... ¡Espera a que los citadinos se enteren de esto! ¡Eres una leyenda viviente!","Ah, {PLAYER.NAME}. Nunca ouvi uma história tão extraordinária quanto essa. Espera só pra ver a cara do povinho do continente quando eles ouvirem isso! Você é uma lenda ao vivo e em cores!",あぁ、{PLAYER.NAME}。こんな冒険物語は聞いたことがない。本島の民の耳に届くのがたのしみじゃ！キミは生きた伝説じゃ！,,,"噢...{PLAYER.NAME}, 我从没听过这样的冒险故事. 我等不及想讲给大陆的人们听啦! 你就是个活生生的传奇!",
$npc2_AA,[Beetrix Talking] Default greeting,"Oh hey {PLAYER.NAME}, how are you today!",XX,"Oh, salut, {PLAYER.NAME} ! Comment ça va ?","Oh ehi, {PLAYER.NAME}, come va oggi?","Oh hey {PLAYER.NAME}, wie geht es dir heute?","¡Ah, hola, {PLAYER.NAME}! ¿Cómo estás hoy!","Opa, {PLAYER.NAME}, como é que vai?",あら{PLAYER.NAME}じゃない、調子はどう？,,,"哎呀, {PLAYER.NAME}, 你过得好吗!",XX
$npc2_BA,[Beetrix Talking] Default dialogue,"Wow! Look at you {PLAYER.NAME}, it has been quite a few years hasn't it! You're all grown up now!",XX,"Wouah ! Ça alors, {PLAYER.NAME}, ça fait un bail, pas vrai ? T'as bien grandi, dis donc !","Wow! Ma guardati, {PLAYER.NAME}, sono passati tanti anni, eh?! Sei diventata una persona adulta!","Wow! Sieh dich an {PLAYER.NAME}, es ist schon ein paar Jahre her, nicht wahr! Du bist jetzt ganz erwachsen!","¡Guau! Mírate, {PLAYER.NAME}. Pasaron unos cuantos años, ¿eh? ¡Creciste tanto!","Uau! Olha só você {PLAYER.NAME}, faz um tempão que não nos vemos né! Você cresceu!",わぁ！驚いたわ{PLAYER.NAME}、何年ぶりかしら！大きくなったのね！,,,"哇! {PLAYER.NAME}, 上次见你已经是好几年前了! 你都长这么大了!",XX
$npc2_CA,[Beetrix Talking] After sawbench made,"Aww, look at you go! We'll make a Carpenter of you yet! If you want to upgrade your machines you should start collecting Lilypads so you can make some Waterproof.",XX,"Avec moi, tu vas devenir ébéniste hors pair ! Si tu veux améliorer tes machines, tu devrais collecter des nénuphars pour en faire des matériaux imperméables.","Ohh, ma guardati! Presto diventerai una stella della falegnameria! Se vuoi aggiornare le tue macchine dovresti cominciare a raccogliere delle ninfee in modo da poter reailizzare dell'idrorepellente.","Wow! Sieh dich an {PLAYER.NAME}, es ist schon ein paar Jahre her, nicht wahr! Du bist jetzt ganz erwachsen!","¡Ay, cómo avanzas! ¡Pronto serás una autoridad en carpintería! Si quieres mejorar tus máquinas, deberías recoger nenúfares para fabricar un poco de impermeabilizante.","Own, olha só você! Ainda vamos te transformar em especialista de carpintaria! Se quer melhorar suas máquinas é melhor pegar umas Vitórias-régias pra poder fazer Proteções Hídricas.",あらまぁ、すごくいい感じね！大工への道はまだまだこれからよ！機械をグレードアップさせたければ、スイレンの葉を集めて防水材を作るのね。,,,"啊, 真不错! 你早晚都能当木匠啦! 如果你想升级机器的话, 可以先开始收集睡莲, 然后做成防水材料.",XX
$npc2_DA,[Beetrix Talking] After waterproof made,"Waterproof is super handy, you can use it to make yourself all sorts of containers to store the Resin you get from Treetaps!",XX,L'imperméabilité est super pratique. Elle permet d'utiliser toutes sortes de récipients pour stocker la résine que t'obtiens des inciseurs !,"L'idrorepellente è molto utile, puoi usarlo per fabbricare dei contenitori per raccogliere la resina che ottieni dagli alberi!","Wasserdicht ist super praktisch, man kann damit alle möglichen Behälter für das Harz von angezapften Bäumen basteln!",El impermeabilizante es de lo más útil: ¡puedes usarlo en todo tipo de contenedores para guardar la resina que obtienes de los árboles!,"Proteções Hídricas são super úteis, você pode fazer um monte de tipos de recipientes pra guardar Resina que pegar com as Torneirinhas!",防水材はすごく便利よ、これを使えば蛇口から採れた樹脂をためておく容器が作れるわ！,,,"防水材料超级方便, 你可以用它制作各种容器来储存用树龙头获得的树脂!",XX
$npc2_DB,[Beetrix Talking] After waterproof made,You can even make an Infuser to start treating your wood with that Resin.,XX,Tu peux même fabriquer un infuseur pour commencer à traiter ton bois avec ladite résine.,Puoi anche realizzare un infusore per iniziare a trattare il tuo legno con la resina.,"Du kannst sogar einen Infusor herstellen, um dein Holz mit diesem Harz zu behandeln.",Hasta puedes hacer un infusionador para empezar a tratar la madera con esa misma resina.,Dá até pra fazer um Infusor e começar a tratar sua madeira com essa Resina toda.,樹脂を木材に注入するための注入器だって作れるのよ。,,,"你甚至可以做个注入器, 用树脂处理你的木材.",XX
$npc2_EA,[Beetrix Talking] After treated wood crafted,With treated wood you can start making clockwork machines! Treated Wooden Sticks and Glue from your bees' Propolis can make some basic cogs to upgrade your Sawbench.,XX,"Avec du bois traité, tu peux commencer à fabriquer des machines semi-automatiques ! Les tiges de bois traité et la colle à la propolis de tes abeilles permettent de fabriquer des rouages de base pour améliorer ton banc de scie.",Con del legno trattato puoi iniziare a realizzare delle macchine a ingranaggi! Con dei bastoncini di legno trattato e della colla ottenuta dalla propoli delle tue api puoi realizzare delle ruote dentate di base per aggiornare il tuo banco sega.,"Mit behandeltem Holz kannst du Uhrwerkmaschinen herstellen! Mit behandelten Holzstäbchen und Leim aus dem Propolis deiner Bienen kannst du einige einfache Zahnräder herstellen, um deine Sägebank zu verbessern.","Con madera tratada, ¡puedes hacer mecanismos para máquinas! Con varas de madera y pegamento hecho a partir del propóleo de tus abejas, podrás crear algunos engranajes básicos para mejorar tu sierra.",Usando madeira tratada você consegue montar máquinas de engrenagens! Varas de madeira tratada e Cola feita com o Própolis das suas abelhas vão ser o suficiente para fazer engrenagens básicas para melhorar sua Serra de mesa.,加工された木材でぜんまいじかけの機械が作れるわ！加工した木の棒とハチが集めたプロポリスの粘着を使って基本の歯車が作れるの。これで作業台をグレードアップできるわ。,,,"有了处理过的木材, 你就可以做发条机器啦! 用处理过的木棍和蜂胶中提取的胶水就可以制作基本的发条, 从而升级你的锯床.",XX
