KEY,NOTES_FOR_LOCALISATION,LINE_EN,LINE_XX,LINE_FR,LINE_IT,LINE_DE,LINE_ES,LINE_BP,LINE_JP,LINE_RU,LINE_KP,LINE_CN,LINE_XX
$book5_2_page1_2,,"Eggs hatch into caterpillars, which can then be fed to undergo metamorphosis.",XX,"À l'éclosion, les œufs deviennent des chenilles, qu'il faut nourrir pour qu'elle entrent en métamorphose.","Le uova si schiudono diventando bruchi; nutrendoli, questi avvieranno il processo di metamorfosi.","Aus den Eiern schlüpfen Raupen, die dann gefüttert werden können, um die Metamorphose zu durchlaufen.","De los huevos nacen orugas. Si las alimentas, empezarán el proceso de metamorfosis.","Ovos chocam para virar lagartas, que podem ser alimentadas para passarem pela metamorfose.",卵は幼虫にかえり、エサを与えるとさなぎになるよ。,,,,
$book5_2_page2_1,,"The chrysallis formed will slowly hatch into a brand new butterfly, increases the population status and starting the cycle anew!",XX,"Une chrysalide se forme et se transforme peu à peu en papillon, augmentant le statut de population et relançant le cycle de la vie !","La crisalide formata si trasformerà lentamente in una nuovissima farfalla, aumentato lo stato della popolazione e riavviando il ciclo da capo!","Aus den gebildeten Chrysallis schlüpft langsam ein neuer Schmetterling, der den Populationsstatus erhöht und den Zyklus von Neuem beginnt!","La crisálida resultante dará lugar, lentamente, a una nueva mariposa. Así, ¡el estado poblacional mejorará, y el ciclo volverá a comenzar!","A crisálida formada irá lentamente se abrir em uma novíssima borboleta, aumentar a situação da população e recomeçar o ciclo!",さなぎは時間をかけてまっさらなチョウに羽化し、チョウの個体数が増え、また新しいサイクルが始まるよ。,,,,
$speckled_species,will have 'Butterfly' appended to name so keep shortish,Speckled,XX,Tacheté,Maculata,Gesprenkelter,Manchada,Malhada,マダラ,,,,
$speckled_latin,,Erebia macula,XX,Erebia macula,Erebia macula,Erebia macula,Erebia macula,Erebia macula,Erebia macula,,,,
$speckled_hint,,This forest species is commonly found near yellow-coloured flowers during the day.,XX,"On trouve généralement cette espèce forestière près de fleurs jaunes, dans la journée.","Questa specie, originaria delle foreste, si trova generalmente nei pressi dei fiori gialli, durante il giorno.",Diese Waldart ist tagsüber häufig in der Nähe von gelb gefärbten Blüten zu finden.,Esta especie forestal suele encontrarse cerca de flores amarillas durante el día.,Essa espécie silvestre é comumente encontrada próxima a flores amarelas durante o dia.,森にいるこの種は日中に黄色の花の近くで発見される。,,,,
$speckled_desc,,"A common, almost mundane sight among the islands of the Archipelago, but there is nothing mundane about the magic of butterflies",XX,"Une vision commune, presque banale, sur îles de l'archipel, mais la magie des papillons n'a rien de banal.","Una specie comune, quasi banale, sulle isole dell'Arcipelago. Ma non c'è niente di banale nella magia delle farfalle.","Ein gewöhnlicher, fast alltäglicher Anblick auf den Inseln des Archipels, aber die Magie der Schmetterlinge hat nichts Alltägliches an sich.","Si bien se trata de una especie común y casi mundana en el archipiélago, la magia de las mariposas no tiene nada de mundano.","Uma visão comum, quase mundana, nas ilhas do Arquipélago, mas não existe nada de mundano na magia dessas borboletas.",群島の島々ではよく見かける風景だが、チョウの魅力はけして平凡なものではない。,,,,
$hypnotic_species,will have 'Butterfly' appended to name so keep shortish,Hypnotic,XX,Hypnotique,Ipnotica,Hypnotischer,Hipnótica,Hipnótica,グッスリ,,,,
$hypnotic_latin,,Callophrys volubilis,XX,Callophrys volubilis,Callophrys volubilis,Callophrys volubilis,Callophrys volubilis,Callophrys volubilis,Callophrys volubilis,,,,
$hypnotic_hint,,This forest species can be found fluttering near green-coloured flowers at night.,XX,"On trouve généralement cette espèce forestière près de fleurs vertes, dans la nuit.","Questa specie, originaria delle foreste, volteggia generalmente nei pressi dei fiori verdi, di notte.",Diese Waldart kann man nachts in der Nähe von grün gefärbten Blüten flattern sehen.,Esta especie forestal se puede encontrar aleteando cerca de flores verdes durante la noche.,Essa espécie silvestre pode ser encontrada próxima a flores verdes durante a noite.,森にいるこの種は夜に緑色の花の近くで飛んでいる。,,,,
$hypnotic_desc,,"If you can't sleep in the Archipelago, a commonly recommended remedy is to settle down and watch the oddly synchronized, prismatic dance of the Hypnotic butterflies. ",XX,"On recommande aux insomniaques de s'installer confortablement et d'observer la danse prismatique, étrangement synchronisée, des papillons hypnotiques.","Se soffri d'insonnia nell'Arcipelago, un rimedio raccomandato è quello di godersi la strana danza prismatica e sincronizzata delle farfalle ipnotiche.","Wenn du auf der Insel nicht schlafen kannst, solltest du dich hinsetzen und den seltsam synchronen, prismatischen Tanz der hypnotischen Schmetterlinge beobachten.","Si vives en el archipiélago y tienes problemas para dormir, un remedio muy común es sentarse a observar la danza prismática y extrañamente sincronizada de las mariposas hipnóticas. ","Se não conseguir dormir no Arquipélago, uma cura frequentemente recomendada é se deitar e assistir a dança prismática estranhamente sincronizada das borboletas Hipnóticas.",諸島で眠れないときの一般的な対処法は、落ち着いて、「グッスリチョウ」のやけに揃った鮮やかな舞を見ることだそうだ。,,,,
$drizzled_species,will have 'Butterfly' appended to name so keep shortish,Drizzled,XX,Pluvieux,Pluviale,Niesel-,Rociada,Chuviscada,キリサメ,,,,
$drizzled_latin,,Phengaris pluvia,XX,Phengaris pluvia,Phengaris pluvia,Phengaris pluvia,Phengaris pluvia,Phengaris pluvia,Phengaris pluvia,,,,
$drizzled_hint,,This rain-loving forest species can be found resting near blue-coloured flowers.,XX,On trouve généralement cette espèce forestière pluviophile près de fleurs bleues.,"Questa specie amante della pioggia, originaria delle foreste, si trova nei pressi dei fiori blu.",Diese regenliebende Waldart kann in der Nähe von blau gefärbten Blüten rastend angetroffen werden.,"A esta especie forestal le encanta la lluvia, y se la puede encontrar cerca de flores azules.",Essa espécie silvestre que adora chuvas pode ser encontrada repousando próxima a flores azuis.,雨を好む森の種。青い花のそばで休んでいることが多い。,,,,
$drizzled_desc,,"Despite not being waterproof, this playful butterfly loves to fly in the rain, flitting between raindrops; if it gets wet, it will lick itself dry and continue to dance until the rain stops.",XX,"Ce papillon folâtre n'est pas imperméable, mais adore voler sous la pluie, voltigeant entre les gouttes de pluie. Quand il est mouillé, il se lèche pour se sécher et continue de danser jusqu'à que la pluie cesse.","Nonostante non sia impermeabile, quest'allegra farfalla ama volare nella pioggia, volteggiando tra le gocce d'acqua; quando si bagna, si asciuga leccandosi e poi continua a danzare fin quando la pioggia non cessa.","Obwohl er nicht wasserabweisend ist, liebt es dieser verspielte Schmetterling, im Regen zu fliegen und zwischen den Regentropfen herumzuflattern. Wenn er nass wird, leckt er sich trocken und tanzt weiter, bis der Regen aufhört.","Aunque no tengan alas impermeables, a estas mariposas les encanta volar bajo la lluvia y aletear entre las gotas de agua. Si se mojan, se lamen hasta secarse, y siguen con su danza hasta que la lluvia para.","Apesar de não ser à prova d'água, essa borboleta brincalhona adora voar pela chuva, revoando pelas gotas; se ela se molha, se lambe para se secar e continuar a dançar até que a chuva pare.",雨に強いわけではないが、遊び心のあるこの種は雨の中、水滴の間をぬって飛ぶ。濡れたときには舐めて乾かし、雨が止むまで舞い続ける。,,,,
$princess_species,will have 'Butterfly' appended to name so keep shortish,Princess,XX,Princier,Principessa,Prinzessinnen-,Princesa,Princesa,プリンセス,,,,
$princess_latin,,Lepidarus beenus,XX,Lepidarus beenus,Lepidarus beenus,Lepidarus beenus,Lepidarus abejinus,Lepidarus beenus,Lepidarus beenus,,,,
$princess_hint,,This forest species can be found dancing by red flowers that are growing near beehives.,XX,On trouve généralement cette espèce forestière en train de danser autour des fleurs rouges qui poussent près des ruches.,"Questa specie, originaria delle foreste, viene vista danzare nei pressi dei fiori rossi che crescono vicino agli alveari.","Diese Waldart tanzt durch rote Blüten, die in der Nähe von Bienenstöcken wachsen.",Esta especie forestal se puede encontrar en las flores rojas que crecen cerca de las colmenas.,Essa espécie silvestre pode ser encontrada dançando nas flores vermelhas que crescem perto de colmeias.,森にいるこの種は巣の近くの赤い花のそばで舞う。,,,,
$princess_desc,,"The Princess butterfly is infatuated with bees and will live as close to a colony as it's Queen will permit. Some will even allow it to live within the Hive, where it will follow the Queen around like a royal courtier.",XX,"Le papillon princier s'est entiché des abeilles et aime vivre aussi près d'une colonie que sa reine le permet. Certaines le laissent même vivre dans la ruche, où il suit la reine tel un courtisan royal.","La farfalla principessa è innamorata delle api e vive nei pressi della colonia, quanto più vicino possibile per i gusti della Regina. Alcune api consentono persino alla farfalla di vivere all'interno dell'alveare; in tal caso seguirà la Regina come una cortigiana reale.","Der Prinzessinnen-Schmetterling ist vernarrt in Bienen und lebt so nah an einem Bienenvolk, wie es seine Königin erlaubt. Manche erlauben ihm sogar, im Bienenstock zu leben, wo er der Königin wie ein königlicher Höfling folgt.","A la mariposa princesa le encantan las abejas, y busca vivir tan cerca de la colonia como su reina lo permita. Algunas reinas incluso le permiten vivir dentro de la colmena, donde siguen a la monarca como una cortesana real.","A borboleta Princesa é apaixonada por abelhas e vive o quão perto da colônia a Rainha permitir. Algumas permitem até mesmo que vivam na Colmeia, onde acompanham a Rainha como damas da corte.",「プリンセスチョウ」はハチが大好きで、女王が許す限りハチの生息地の近くで暮らす。巣の中で暮らすことを許される種もいて、その場合は女王に使える臣下のように振る舞う。,,,,
$princess_effect,,Keeps nearby beehives working a few hours longer than normal.,XX,Pousse les ruches environnantes à travailler plus longtemps que la normale.,Fa lavorare gli alveari vicini per qualche ora in più del normale.,Hält die Bienenstöcke in der Nähe ein paar Stunden länger in aktiv als normal.,Hace que las colmenas funcionen unas horas más de lo normal.,Mantém as colmeias próximas trabalhando por algumas horas a mais do que o normal.,近くの巣を通常より数時間長く稼働させる。,,,,
$ldreamer_species,"does not have butterfly appended to name, this is the full name",Lesser Dreamer,XX,Petit rêveur,Sognatrice Minore,Kleiner Träumer,Soñadora menor,Sonhadora-Inferior,アンチドリーマー,,,,
$ldreamer_latin,,Pyronia luminare,XX,Pyronia luminare,Pyronia luminare,Pyronia luminare,Pyronia luminare,Pyronia luminare,Pyronia luminare,,,,
$ldreamer_hint,,This nocturnal forest species has been rarely sighted while people have been sleeping near orange-coloured flowers.,XX,"Cette espèce forestière nocturne peu commune est parfois observée près de fleurs orange, à proximité de personnes endormies.","Questa specie notturna, originaria delle foreste, viene vista in giro raramente e solo in prossimità di persone addormentate nei pressi di fiori arancioni.","Diese nachtaktive Waldart wurde selten gesichtet, wenn Menschen in der Nähe von orangefarbenen Blumen schliefen.",Esta especie nocturna de los bosques rara vez se deja ver. Los pocos avistamientos se han dado por gente que dormía cerca de flores naranjas.,Essa espécie silvestre noturna é raramente vista por pessoas que dormiram próximas a flores alaranjadas.,森にいる夜行性の種。オレンジ色の花のそばで人が寝ているとき、まれに見かけられる。,,,,
$ldreamer_desc,,"Exasperated by decades of neurological and somnological study, the last, defeated researcher of the Lesser Dreamer simply concluded that: 'They eat nightmares'.",XX,"Exaspéré par des décennies d'étude neurologique et somnologique, le dernier chercheur du Petit rêveur, abattu, a simplement conclu « qu'il mange les cauchemars ».","Esasperato da decenni di studi neurologici e sonnologici, l'ultimo ricercatore della Sognatrice Minore, sconfitto, ha semplicemente affermato che 'si ciba di incubi'.","Nach jahrzehntelangen neurologischen und somnologischen Studien kam der letzte, aufgebende Forscher des Kleinen Träumers einfach zu dem Schluss, dass: 'Sie Albträume fressen'.","Exasperada por décadas de estudios neurológicos y somnológicos, la última investigadora de la soñadora menor, ya derrotada, concluyó: 'Esta especie se alimenta de pesadillas'.","Exasperado após décadas de estudos neurológicos e somnológicos, o último e derrotado pesquisador da Sonhadora-Inferior simplesmente concluiu que: 'Elas devoram pesadelos'.",何十年にもわたる神経学および睡眠学の研究に業を煮やし、最終的に敗北した「アンチドリーマー」の研究者は、「この種は悪夢を食べる」という単純な結論しか出せなかった。,,,,
$faded_species,will have 'Butterfly' appended to name so keep shortish,Faded,XX,Voilé,Sfumata,Verblasster,Fundida,Desvanecida,イロアセ,,,,
$faded_latin,,Erynnis cecidimus,XX,Erynnis cecidimus,Erynnis cecidimus,Erynnis cecidimus,Erynnis cecidimus,Erynnis cecidimus,Erynnis cecidimus,,,,
$faded_hint,,This nocturnal swamp species can be found flapping around black-coloured flowers that are growing near calmed beehives.,XX,On trouve généralement cette espèce marécageuse nocturne voletant autour de fleurs noires qui poussent près des ruches apaisées.,"Questa specie notturna, originaria delle paludi, sbatte le ali nei pressi dei fiori neri che crescono nei pressi di alveari calmi.","Diese nachtaktive Sumpfart kann um schwarz gefärbte Blüten herumflattern, die in der Nähe von beruhigten Bienenstöcken wachsen.",Esta especie nocturna del pantano se puede encontrar en las flores negras que crecen cerca de colmenas tranquilas.,Essa espécie pantanosa noturna pode ser encontrada flutuando ao redor de flores pretas que crescem próximas de colmeias acalmadas.,湿地にいる夜行性の種。安定した巣の周りで育つ黒い花のそばで飛んでいる。,,,,
$faded_desc,,"Like a tiny flying panacea, the Faded butterfly uses carbon capture to feed off of malodorous odours, amplifying wholesome, natural smells like petrichor, incense and apple pie",XX,"Tel une panacée volante, le papillon voilé capte le carbone pour se nourrir d'odeurs malodorantes, amplifiant les odeurs naturelles agréables comme le pétrichor, l'encens et la tarte aux pommes.","Come una piccola panacea volante, la farfalla sfumata usa il carbone per nutrirsi di odori maleodoranti, amplificando fragranze naturali come quelle del petricore, dell'incenso e della torta di mele.","Wie ein winziges fliegendes Allheilmittel nutzt der Verblasste Schmetterling die Kohlenstoffbindung, um sich von übelriechenden Gerüchen zu ernähren und gesunde, natürliche Gerüche wie Petrolium, Weihrauch und Apfelkuchen zu verstärken","Como si fuera una panacea voladora, la mariposa fundida usa el carbón que captura para ahuyentar los malos olores, a la vez que amplifica los aromas naturales y saludables, como el petricor, el incienso y el pastel de manzana.","Como uma pequena panaceia voadora, a borboleta Desvanecida usa captura de carbono para se alimentar de odores fétidos, ampliando aromas naturais incríveis, como petricor, incenso e torta de maçã.",その姿はまるで空飛ぶ万能薬のよう。「イロアセチョウ」は二酸化炭素を回収、貯蓄して悪臭を吸収し、湿った草花のような自然の香り、お香、アップルパイのような健康的な香りを増幅させる。,,,,
$faded_effect,,Increases the duration of nearby smokers.,XX,Augmente la durée des enfumoirs à proximité.,Aumenta la durata degli affumicatori vicini.,Erhöht die Brenndauer von Räuchergefäßen in der Nähe.,Aumenta la duración de los ahumadores cercanos.,Aumenta a duração de fumigadores próximos.,近くにある燻製器の稼働時間が伸びる。,,,,
$mskipper_species,"does not have butterfly appended to name, this is the full name",Marsh Skipper,XX,Hespérie des marais,Saltapalude,Sumpfwellen-,Saltapantanos,Pula-Brejo,ヌマチホッパー,,,,
$mskipper_latin,,Aporia lorenza,XX,Aporia lorenza,Aporia lorenza,Aporia lorenza,Aporia lorenza,Aporia lorenza,Aporia lorenza,,,,
$mskipper_hint,,"This rare swamp species is only sighted during thunderstorms, making its home in purple-coloured flowers.",XX,"On observe cette rare espèce marécageuse uniquement par temps d'orage, généralement sur des fleurs violettes.","Questa rara specie, originaria delle paludi, viene vista solo durante le tempeste, generalmente nei pressi di fiori viola.",Diese seltene Sumpfart wird nur bei Gewitter gesichtet und lebt in lilafarbenen Blüten.,Esta especie inusual del pantano se deja ver solo durante las tormentas eléctricas. Suele encontrarse cerca de flores moradas.,"Essa espécie pantanosa rara só é vista durante tempestades de raios, morando em flores roxas.",雷雨のときに限り湿地で見られるレアな種。紫色の花を住み家にする。,,,,
$mskipper_desc,,"They say a butterfly's wing can accidentally trigger a storm half a world away, but the Marsh Skipper does it on purpose and wants to watch the show.",XX,On dit que le battement d'aile d'un papillon peut provoquer une tempête à l'autre bout du monde. L'Hespérie des marais le fait exprès et aime regarder le spectacle.,Dicono che un battere d'ali di una farfalla possa accidentalmente provocare una tempesta a mezzo mondo di distanza. Ma il Saltapalude lo fa di proposito per godersi lo spettacolo.,"Es heißt, dass der Flügel eines Schmetterlings versehentlich einen Sturm auslösen kann, der eine halbe Welt entfernt ist, aber der Sumpfwellen-Schmetterling macht das mit Absicht und will die Show sehen.","Dicen que el aleteo de una mariposa puede desencadenar una tormenta en la otra punta del mundo, pero la saltapantanos lo hace a propósito para disfrutar del espectáculo.","Dizem que a asa de uma borboleta pode acidentalmente causar uma tempestade a meio mundo de distância, mas a Pula-Brejo faz isso de propósito e quer ver o espetáculo.",地球の裏側では、チョウの羽は思いがけず嵐を起こしてしまうことがあると言うが、「ヌマチホッパー」は意図的に嵐を起こしてショーを鑑賞したいのだそうだ。,,,,
$mskipper_effect,,Increases the duration of rain while active.,XX,Augmente la durée de la pluie.,Aumenta la durata della pioggia quando è attiva.,"Erhöht die Dauer des Regens, wenn er aktiv ist.",Aumenta la duración de la lluvia mientras está activa.,Aumenta a duração da chuva enquanto estiver ativa.,活動中、雨が降る時間が長くなる。,,,,
$masked_species,will have 'Butterfly' appended to name so keep shortish,Masked,XX,Masqué,Mascherata,Maskierter,Enmascarada,Mascarada,マスク,,,,
$masked_latin,,Aphantopus larva,XX,Aphantopus larva,Aphantopus larva,Aphantopus-Larve,Aphantopus larva,Aphantopus larva,Aphantopus larva,,,,
$masked_hint,,This nocturnal swamp species is known to be attracted by the luminous white-coloured flowers found in the swamps.,XX,Cette espèce marécageuse nocturne est connue pour être attirée par les fleurs blanches lumineuses qui poussent dans les marais.,"Questa specie notturna, originaria delle paludi, è nota per essere attirata dai fiori bianchi luminosi che crescono nelle paludi.","Es ist bekannt, dass diese nachtaktive Sumpfart von den leuchtenden, weiß gefärbten Blüten in den Sümpfen angezogen wird.",Esta especie nocturna del pantano es conocido por su atracción por las flores blancas de las ciénagas.,Sabe-se que essa espécie pantanosa noturna é atraída pelas flores brancas luminosas encontradas em pântanos.,湿地にいる夜行性の種。湿地で見られる白く光る花を好むと言われている。,,,,
$masked_desc,,"Children are told scary stories about the 'floating masks with glowing eyes' that guard the swamps; eventually, they will discover the Masked butterfly and the lies told to protect them.",XX,"On raconte aux enfants des histoires qui font peur sur les « masques flottants aux yeux luisants » qui gardent les marais, pour éviter qu'ils s'y aventurent. Ils découvriront un jour la vérité en trouvant un papillon masqué.",Ai bambini vengono raccontate storie dell'orrore sulle 'maschere fluttuanti con occhi brillanti' che sorvegliano le paludi; un giorno scorpriranno la verità sulla farfalla mascherata e sulle bugie che venivano raccontate loro per proteggerli.,"Den Kindern werden gruselige Geschichten über die 'schwebenden Masken mit leuchtenden Augen' erzählt, die die Sümpfe bewachen; schließlich entdecken sie den Maskierten Schmetterling und die Lügen, die zu ihrem Schutz erzählt werden.","A los niños les cuentan historias de terror sobre 'máscaras terroríficas con ojos brillantes' que vigilan los pantanos. Con el tiempo, descubren a la mariposa enmascarada y las mentiras que les cuentan para protegerlas.",As crianças ouvem histórias sinistras sobre as 'máscaras flutuantes com olhos brilhantes' que protegem os pântanos; eventualmente elas descobrirão a borboleta Mascarada e as mentiras contadas para protegê-las.,子どもたちは「目を光らせた仮面がぼんやりと浮かび、湿地を守っている」という恐ろしい童話を教えられる。大きくなってから、その正体は「マスクチョウ」だと知り、童話は自分たちを守るための嘘だったと知る。,,,,
$pleaf_species,"does not have butterfly appended to name, this is the full name",Painted Leaf,XX,Feuillu,Foglia Dipinta,Seerosen-,Hoja pintada,Folha-Pintada,ペイントリーフ,,,,
$pleaf_latin,,Hamearis folium,XX,Hamearis folium,Hamearis folium,Hamearis folium,Hamearis folium,Hamearis folium,Hamearis folium,,,,
$pleaf_hint,,"This strange species is found in the swamps as the sun sets, and prefers lilypads to flowers.",XX,On trouve généralement cette étrange espèce dans les marais à la tombée de la nuit. Elle préfère les nénuphars aux fleurs.,Questa strana specie si trova generalmente nelle paludi al calar del sole e preferisce le ninfee ai fiori.,"Diese seltsame Art ist in den Sümpfen zu finden, wenn die Sonne untergeht, und bevorzugt Seerosenblätter anstatt Blumen.",Esta especie inusual se encuentra en los pantanos al atardecer y prefiere los nenúfares a las flores.,"Essa estranha espécie é encontrada nos pântanos quando o sol está se pondo, e prefere vitórias-régias a flores.",夕暮れ時に湿地で見られる珍しい種。花よりスイレンの葉を好む。,,,,
$pleaf_desc,,"Tiny hairs allow the Painted Leaf butterfly to harness surface tension and hide in the murky water beneath lilypads, until night falls and it can safely emerge.",XX,"Grâce à ses minuscules poils, le papillon feuillu exploite la tension de surface pour se cacher dans les eaux troubles sous les nénuphars, jusqu'à la tombée de la nuit où il peut émerger sans risque.","Dei minuscoli peli permettono alla farfalla Foglia Dipinta di sfruttare la tensione della superficie e nascondersi nelle acque paludose sotto le ninfee fino al calar del sole, quando può poi riemergere senza rischi.","Winzige Härchen ermöglichen es dem Seerosen-Schmetterling, die Oberflächenspannung zu nutzen und sich im trüben Wasser unter den Seerosenblättern zu verstecken, bis es Nacht wird und er sicher auftauchen kann.","Los pequeños pelos de la mariposa hoja pintada le permiten aprovechar la tensión superficial del agua pantanosa para ocultarse entre los nenúfares hasta que cae la noche, momento en el que puede salir a salvo.",Pequenas pelugens permitem que a Folha-Pintada controle a tensão superficial para se esconder na água turva abaixo das vitórias-régias até que a noite caia e ela possa sair em segurança.,「ペイントリーフ」には短い毛があり、表面張力を利用してスイレンの葉の下の泥水に隠れることができるので、日が落ちても安全に姿を現すことができる。,,,,
$glacial_species,will have 'Butterfly' appended to name so keep shortish,Glacial,XX,Glacial,Glaciale,Gletscher-,Glacial,Glacial,ヒョウガ,,,,
$glacial_latin,,Celastrina glacies,XX,Celastrina glacies,Celastrina glacies,Celastrina glacies,Celastrina glacies,Celastrina glacies,Celastrina glacies,,,,
$glacial_hint,,"This species is commonly found near the golden-flowers of the tundra, glinting as the sun rises.",XX,"On trouve généralement cette espèce près des fleurs dorées de la toundra, scintillante au lever du soleil.","Questa specie si trova generalmente vicino ai fiori dorati della tundra, scintillando al sorgere del sole.","Diese Art ist häufig in der Nähe der goldenen Blumen der Tundra zu finden, die bei Sonnenaufgang glitzern.","Esta especie es común entre las flores doradas de la tundra, donde sale a brillar junto con el amanecer.","Essa espécie é comumente encontrada próxima de flores douradas da tundra, cintilando ao nascer do sol.",ツンドラの黄金の花のそばでよく見かけられる。昇る太陽に照らされてきらめく。,,,,
$glacial_desc,,The Glacial butterfly is so delicate that to flap it's wings would be to shatter itself. Instead it uses special filaments to heat the air below itself and harness the thermals to fly.,XX,"Le papillon glacial est si délicat qu'il pourrait se briser en battant des ailes. À la place, il utilise des filaments spéciaux pour réchauffer l'air sous son corps et profiter des courants thermiques pour voler.","La farfalla glaciale è così delicata che rischia di rompersi anche solo sbattendo le sue stesse ali. Per muoversi, infatti, usa dei filamenti speciali per scaldare l'aria sottostante e sfrutta le correnti termali.","Der Gletscher-Schmetterling ist so empfindlich, dass er sich selbst zerreißen würde, wenn er mit den Flügeln schlägt. Stattdessen nutzt er spezielle Fäden, um die Luft unter sich zu erhitzen und die Thermik zum Fliegen zu nutzen.","La mariposa glacial es tan delicada que las alas se le harían pedacitos si las usara así sin más. Por lo tanto, usa unos filamentos especiales para calentar el aire debajo de ella y aprovecha la corriente cálida para volar.","A borboleta Glacial é tão delicada que se batesse suas asas, se estilhaçaria. Ao invés disso, ela usa filamentos especiais para aquecer o ar abaixo de si para ter um controle térmico do voo.",「ヒョウガチョウ」は羽ばたくと羽が崩れてしまいそうなくらい繊細。特殊な繊維を使用して空気を温め、熱を利用して飛んでいる。,,,,
$smoldering_species,will have 'Butterfly' appended to name so keep shortish,Smoldering,XX,Embrasé,Fumante,Schwelender,Ardiente,Chamejante,イブシ,,,,
$smoldering_latin,,Melitaea ignire,XX,Melitaea ignire,Melitaea ignire,Melitaea ignire,Melitaea ignire,Melitaea ignire,Melitaea ignire,,,,
