KEY,NOTES_FOR_LOCALISATION,LINE_EN,LINE_XX,LINE_FR,LINE_IT,LINE_DE,LINE_ES,LINE_BP,LINE_JP,LINE_RU,LINE_KP,LINE_CN,LINE_XX
$book2_0_page2_de2,,Each tier gets increasingly harder to work out but the higher tier bees reward you with some really useful items and special effects!,XX,"Chaque niveau devient de plus en plus difficile à résoudre, mais les abeilles des niveaux supérieurs te récompensent avec des objets et des effets spéciaux très intéressants !","Ogni categoria è progressivamente più complicata da sbloccare, ma le api di categoria superiore ti ricompensano con oggetti ed effetti speciali davvero utili!","Jede Stufe wird zunehmend schwieriger zu lösen, aber die höheren Stufen belohnen dich mit einigen wirklich nützlichen Gegenständen und Spezialeffekten!","Cada categoría es más difícil de desbloquear que la anterior, ¡pero las abejas de las categorías superiores te recompensarán con objetos y efectos muy útiles!",A cada nível fica mais difícil de descobrir mas as abelhas de alto nível te recompensam com itens e efeitos especiais muito úteis!,レベルが上がるにつれて見つけるのも難しくなるけれどレベルの高いハチを見付けられたら便利なアイテムや特別な効果が得られるよ！,,,"随着级别提升会变得越来越难以获得, 但高级别的蜜蜂会有非常有用的物品和特殊效果作为奖励!",XX
$book2_1_id,,Discovering Species,XX,Découvrir des espèces,Scoprire le specie,Arten entdecken,Descubrir especies,Descobrindo Espécies,ハチを見つける,,,发现新物种,XX
$book2_1_page1_1,,"As you might already know, new species can be discovered by cross-breeding different species!",XX,"Comme tu le sais peut-être déjà, tu peux découvrir de nouvelles espèces par croisement !","Come forse già saprai, puoi incrociare specie diverse per scoprirne altre del tutto nuove!","Wie du vielleicht schon weißt, können neue Arten durch die Kreuzung von verschiedenen Arten entdeckt werden!","Como quizás ya sepas, ¡puedes cruzar especies diferentes para descubrir otras nuevas!","Você já deve saber, mas novas espécies podem ser descobertas ao cruzar diferentes espécies!",もう知っているだろうけど、違った種類のハチを交配させることで新種のハチが見つかるよ！,,,"你或许已经知道, 对不同物种进行杂交可能发现新的物种!",XX
$book2_1_page1_2,,"Hybrid queens have a chance to produce hybrid offspring, which have a chance to mutate into an entirely new species.",XX,"Les reines hybrides ont une chance d'avoir une progéniture hybride, qui à son tour peut muter vers une toute nouvelle espèce.","Le regine ibride hanno una possibilità di produrre prole ibrida, che a sua volta ha la possibilità di mutare in una specie completamente nuova.","Hybride Königinnen können hybride Nachkommen produzieren, die zu einer völlig neuen Art mutieren können.","Las reinas híbridas tiene una probabilidad de producir crías híbridas, que tienen una probabilidad de mutar en una especie completamente nueva.","Rainhas híbridas tem uma chance de produzir prole híbrida, que tem uma chance de sofrer mutações e virar uma nova espécie.",雑種の女王バチは雑種の子孫を産む可能性があるから、まったく新しい種類のハチに変異する可能性があるよ！,,,"杂交的蜂后有几率产生杂交的后代, 后者有几率变异为全新的物种.",XX
$book2_1_page2_1,,You can use a Predictor to see the potential offspring of a queen.,XX,Tu peux utiliser un Prédicteur pour prévoir la descendance potentielle d'une reine.,Puoi usare un Predittore per verificare la discendenza potenziale di una regina.,"Du kannst einen Vorhersager verwenden, um die potenziellen Nachkommen einer Königin zu sehen.",Puedes usar el pronosticador para predecir las posibles crías de una reina.,Você pode usar um Preditor para ver a potencial prole de uma rainha.,予測器を使って女王の子孫を予測しよう。,,,你可以使用预测器来查看蜂后可能产出的后代.,XX
$book2_1_page2_2,,"This book will also give you hints on what species can be combined - you could probably ask Beenjamin for help too, he might be grumpy but he does know his stuff!",XX,"Ce livre te donnera également des indications sur les espèces compatibles. Tu peux aussi demander de l'aide à Hippollen, il est grincheux, mais il s'y connaît !","Questo libro ti darà anche dei suggerimenti su quali specie possono essere combinate - e non dimenticare che puoi chiedere anche a Favino: è un po' scontroso, ma sa il fatto suo!","In diesem Buch findest du auch Tipps, welche Arten miteinander kombiniert werden können. Du könntest wahrscheinlich auch Bienjamin um Hilfe bitten. Er ist zwar mürrisch, aber er kennt sich aus!","Además, este libro te dará consejos sobre qué especies se pueden combinar. También podrías pedirle consejos a Abenjamín; ¡puede que sea algo gruñón, pero sabe mucho!","Esse livro também te dará dicas sobre quais espécies podem ser combinadas - você também pode pedir ajuda a Benjamel, ele é rabugento mas sabe do que fala!",この本を見ればどの種を合わせられるのかが分かるよ。蜂ノ宮に聞くのも良いね、ご機嫌ななめかもしれないけど、彼は本当にもの知りだよ！,,,"这本书还会给你一些提示, 告诉你哪些物种可以结合. 你大概也可以找本杰蜜帮忙, 他或许暴躁, 但确实手艺高超!",XX
$book2_2_id,,Traits Part 1,XX,Traits Partie 1,Caratteristiche - Parte 1,"Merkmale, Teil 1","Rasgos, parte 1",Características Parte 1,特徴 パート1,,,特性第1部分,XX
$book2_2_page1_1,,Every bee has a set of traits depending on their species.,XX,Chaque abeille présente divers traits en fonction de son espèce.,Ogni ape ha un set di caratteristiche che dipende dalla sua specie.,"Jede Biene hat eine Reihe von Merkmalen, die von ihrer Art abhängen.",Todas las abejas tienen un conjunto de rasgos según la especie.,Cada abelha tem um conjunto de características dependendo da sua espécie.,ハチには種によっていろいろな特徴があるよ。,,,每种蜜蜂都有一套取决于其物种的特性.,XX
$book2_2_page1_2,,"When you cross-breed bees together, the queen inherits a mix of traits from both bees!",XX,"Lorsque tu croises deux abeilles, la reine hérite d'un mélange de leurs traits !","Quando incroci delle api, la regina eredita un mix di caratteristiche da entrambe le api!","Wenn du Bienen miteinander kreuzt, erbt die Königin eine Mischung von Merkmalen beider Bienen!","Cuando cruzas abejas, ¡la reina hereda una mezcla de rasgos de ambas abejas!","Quando você cruza abelhas, a rainha herda uma mistura das características das duas abelhas!",違う種のハチを交配させると、女王は両方のハチの特徴をミックスしたハチを産むよ！,,,"将蜜蜂杂交后, 蜂后将从两方蜜蜂处继承混合的特性!",XX
$book2_2_page2_1,,"This determines how long a queen's lifespan will be! The higher the number, the longer the life.",XX,"Cela détermine la durée de vie d'une reine. Plus le chiffre est élevé, plus sa vie sera longue.","Questo valore indica quanto può durare la vita di una regina! Più alto è il numero, più è lunga la sua speranza di vita.","Diese Zahl bestimmt, wie lange eine Königin leben wird! Je höher die Zahl, desto länger die Lebensdauer.","Este rasgo determina cuánto vivirá una reina. Cuanto más alto sea el número, mayor será su esperanza de vida.","Isso determina o quão longo será o tempo de vida de uma rainha! Quando maior o número, maior a vida.",これによって女王の寿命の長さが決まるんだ！数が多ければ、寿命も延びる！,,,"此特性决定蜂后的寿命有多长! 数值越大, 活得越久.",XX
$book2_2_page2_2,,This is how much honeycomb or frame products a queen's hive will produce! Higher productivity means more goodies.,XX,Voilà la quantité de rayons de miel que produira la ruche d'une reine ! Un chiffre élevé signifie une meilleure productivité.,Questo valore indica quanto favo o prodotti del telaio può generare l'alveare di una regina! Maggiore produttività significa più beni.,"Das ist die Menge an Waben oder Rähmchen, die ein Bienenvolk produzieren kann! Eine höhere Produktivität bedeutet mehr Leckereien.",Este rasgo indica cuántos panales o productos en cuadros producirá el panal de una reina. Una mayor productividad significa más manjares.,Isso determina quantos favos ou produtos de quadro a colmeia de uma rainha irá produzir! Produtividade maior traz mais recompensas.,女王バチが作る巣の穴やフレームの数だよ！はたらきレベルが高ければ良いものが作れるよ。,,,这是指蜂后的蜂群能生产多少蜂窝或巢框产品! 生产力更高意味着更多好产物.,XX
$book2_2_page2_3,,"This is how many offspring a queen will produce at the end of her life, higher numbers mean more babees!",XX,"Il s'agit du nombre de descendants qu'une reine produira au cours de sa vie. Plus le nombre est élevé, plus il y a de bébés !",Questo valore indica quanta prole una regina produrrà alla fine della sua vita. Un numero maggiore indica più figli!,"Dies ist die Anzahl der Nachkommen, die eine Königin am Ende ihres Lebens hervorbringen wird; höhere Zahlen bedeuten mehr Bienen!",Este rasgo te muestra cuántas crías producirá una reina al final de su vida. ¡Un número más grande significa más abejitas!,"Isso indica quanta prole a rainha irá produzir no final de sua vida, números maiores indicam mais abebês!",女王バチが寿命を終えるまでに産む子孫の数だよ。数が多いってことはたくさん赤ちゃんバチを産んだってことだ！,,,"这是指蜂后在生命结束前总共能产生多少后代, 数值越高意味着蜂宝宝越多!",XX
$book2_3_id,,Traits Part 2,XX,Traits Partie 2,Caratteristiche - Parte 2,"Merkmale, Teil 2","Rasgos, parte 2",Características Parte 2,特徴 パート2,,,特性第2部分,XX
$book2_3_page1_1,,"This is how stable a species is, the lower the number the more chance a mutation can occur in hybrid offspring.",XX,"Il s'agit de la stabilité d'une espèce. Plus ce chiffre est faible, plus il y a de chances qu'une mutation se produise dans la descendance hybride.","Questo valore indica quanto è stabile una specie. Più basso è il numero, maggiore è la possibilità che possa avvenire una mutazione nella prole ibrida.","Diese Zahl gibt an, wie stabil eine Art ist. Je niedriger die Zahl, desto größer ist die Wahrscheinlichkeit, dass eine Mutation in der hybriden Nachkommenschaft auftritt.","Este rasgo indica cuán estable es una especie. Cuanto menor sea el número, mayor será la probabilidad de que ocurra una mutación en las crías.","Isso indica o quão estável uma espécie é, quanto menor o número, maior a chance de uma mutação ocorrer numa prole híbrida.",種が変異しやすいかどうかを示しているよ。数が小さいほど、雑種のハチで変異が起きやすいということだ。,,,"这是指物种的稳定性, 数值越低, 其杂交后代发生变异的可能性就越大.",XX
$book2_3_page1_2,Behaviour values should match those in the L_Keywords,"This is the time of day a queen is active, can be Diurnal (♌ day), Nocturnal (♍ night), Crepuscular (♎ dawn/dusk), or Cathemeral (24/7)",XX,"C'est le moment de la journée où une reine est active. Elle peut être Diurne (♌ jour), Nocturne (♍ nuit), Crépusculaire (♎ aube/crépuscule), ou Cathémérale (24/7).","Questo è il periodo della giornata in cui una regina è attiva: può essere diurna (♌ giorno), notturna (♍ notte), crepuscolare (♎ alba/tramonto), o catemerale (24/7).","Dies ist die Tageszeit, zu der eine Königin aktiv ist. Sie kann tagaktiv (♌ Tag), nachtaktiv (♍ Nacht), dämmerungsaktiv (♎ morgens/abends) oder kathermisch (24/7) sein.","Este es el momento del día en que la reina está activa, a saber: diurna (♌ de día), nocturna (♍ de noche), crepuscular (♎ al amanecer o atardecer) o catemeral (todo el día).","Esse é o horário no qual a rainha é ativa, podendo ser Diurna (♌ dia), Noturna (♍ noite), Crepuscular (♎ amanhecer/anoitecer), ou Catêmera (24/7)","女王バチが活動している時間だよ。日中 (♌ 昼), 日が暮れてから(♍ 夜), うす暗い時間(♎ 明け方/夕方), いつでも(24時間)があるよ。",,,"这是指一天中蜂后活跃的时间段, 可能是昼间(♌白天), 夜间(♍ 晚上), 晨昏(♎ 黎明/黄昏)或整天间歇(24/7)",XX
$book2_3_page1_3,Climate values should match those in the L_Keywords,"This is the climate a queen prefers, can be Temperate, Tropic (♑ hot), or Polar (♐ cold)",XX,"C'est le climat préféré de la reine. Il peut être Tempéré, Tropical (♑ chaud) ou Polaire (♐ froid).","Questo è il clima che preferisce una regina: può essere temperato, tropicale (♑ caldo), o polare (♐ freddo).","Das ist das Klima, das eine Königin bevorzugt. Es kann gemäßigt, tropisch (♑ heiß) oder polar (♐ kalt) sein.","Este es el clima que prefiere una reina. Puede ser templado, tropical (♑ cálido) o polar (♐ frío).","Esse é o clima preferido de uma rainha, podendo ser Temperado, Tropical (♑ quente), ou Polar (♐ frio)",女王バチが好む気候だよ。ふつう、熱帯 (♑ 暑い)、極寒(♐ 寒い)があるよ。,,,"这是指蜂后偏好的气候, 可以是温和, 热带(♑ 热)或者极地(♐ 冷)",XX
$book2_3_page2_1,,"These bees love the rain (♏), and will be hard at work even on rainy days.",XX,Ces abeilles adorent la pluie (♏) et travailleront dur même les jours pluvieux.,Queste api amano la pioggia (♏) e lavoreranno sodo anche nei giorni piovosi.,Diese Bienen lieben den Regen (♏) und sind auch an regnerischen Tagen fleißig bei der Arbeit.,"A estas abejas les encanta la lluvia (♏), y trabajarán duro incluso en días lluviosos.","Essas abelhas amam a chuva (♏), e vão se esforçar em dias chuvosos.",この種は雨が好きで (♏)、雨が降っていても一生懸命はたらくよ。,,,"这些蜜蜂喜爱下雨(♏), 即使在雨天也会辛勤劳作.",XX
$book2_3_page2_2,,These bees love the snow (☉) and will happily work away when it falls.,XX,Ces abeilles adorent la neige (☉) et seront ravies de travailler sous les flocons.,Queste api amano la neve (☉) e saranno felici di lavorare anche quando nevica.,"Diese Bienen lieben den Schnee (☉) und arbeiten fröhlich weiter, wenn er fällt.","A estas abejas les encanta la nieve (☉), y trabajarán con gusto mientras nieva.",Essas abelhas amam a neve (☉) e vão trabalhar alegremente enquanto ela estiver caindo.,この種は雪が好きで(☉)、雪が降る日も楽しくはたらくよ。,,,"这些蜜蜂喜爱雪(☉), 下雪时他们也会快乐地劳作.",XX
$book2_3_page2_3,"Grumpy' rather than 'aggressive', keep it light",These bees are grumpy (☽) and won't work with you unless you use a smoker with their favourite flowers!,XX,Ces abeilles sont maussades (☽) et ne travailleront avec vous que si vous utilisez un enfumoir avec leurs fleurs préférées.,Queste api sono scontrose (☽) e non lavoreranno fin quando non userai un affumicatore con i loro fiori preferiti!,"Diese Bienen sind mürrisch (☽) und arbeiten nicht mit dir zusammen, es sei denn, du verwendest einen Smoker mit ihren Lieblingsblumen!",Estas abejas están enfadadas (☽) ¡y no trabajarán contigo a menos que uses un ahumador con sus flores favoritas!,Essas abelhas são rabugentas (☽) e não vão trabalhar contigo a menos que use um fumigador com suas flores favoritas!,この種はご機嫌ななめになりやすく (☽) 、お気に入りの花の煙がないとはたらいてくれないよ！,,,"这些蜜蜂暴躁易怒(☽), 不会为你干活, 除非你拿出使用了其最爱花卉的喷烟器!",XX
$book2_4_id,"Genetic inheritence rather than like, inheritence money",Inheritence,XX,Héritage,Ereditarietà,Vererbung,Herencia,Herança,種のはん栄,,,遗传,XX
$book2_4_page1_1,,"By this point you might be thinking, wait, are these guys trying to sneak in actual biology into a game? The answer is, yes, sorry!",XX,"À ce stade, tu te dis peut-être : « est-ce que ce jeu essaie d'introduire de la biologie en douce ? » La réponse est oui !","A questo punto starai pensando: 'ehi, ma questi tizi stanno davvero provando a inserire della biologia nel gioco'? Spiacente, la risposta è sì.","An dieser Stelle fragst du dich vielleicht: Moment mal, versuchen diese Leute etwa, echte Biologie in ein Spiel einzubauen? Die Antwort lautet: Ja, tut mir leid!","A esta altura, puede que estés pensando: 'Un momento, ¿esta gente piensa meter conceptos de la biología en un juego?'. Y la respuesta es... ¡sí, perdón!","A essa altura você deve estar pensando: 'calma lá, esses caras estão tentando enfiar biologia real num jogo?'. A resposta é sim, perdão!",ここまで読んだキミは、待って、この人たちは本物の生物学をゲームに取り入れようとしているの？って疑問に思ったかな？それがね、悪いけどその通りなんだ！,,,"至此你可能会想, 等等, 这些家伙难道真的想在游戏里夹带纯正的生物知识? 答案是, 对. 抱歉!",XX
$book2_4_page1_2,,"As mentioned earlier, when you cross-breed two bees, the queen formed inherits a random mix of dominant and recessive traits from the 'parents'!",XX,"Comme nous le disions, lorsque tu croises deux abeilles, la reine produite hérite de traits dominants et récessifs aléatoires des « parents » !","Come menzionato prima, quando incroci due api, la risultante regina eredita un mix casuale di tratti dominanti e recessivi dei 'genitori'!","Wie bereits erwähnt, erbt die entstehende Königin bei der Kreuzung zweier Bienen eine zufällige Mischung aus dominanten und rezessiven Merkmalen der 'Eltern'!","Como mencionamos antes, cuando cruzas a dos abejas, la reina resultante hereda una mezcla de los rasgos dominantes y recesivos de sus 'padres'.","Como antes mencionado, quando você cruza duas abelhas diferentes, a rainha irá herdar um conjunto aleatório de características dominantes e recessivas de seus 'pais'!",先にも書いたように、2種類のハチを交配させると、「親」の優性と劣性両方の特徴をランダムに受け継いだ女王バチが産まれる！,,,"正如前面所说, 让两种蜜蜂杂交时, 产生的蜂后将从'父母'处继承随机的显性和隐性特性!",XX
$book2_4_page1_3,,When a queen makes offspring they too inherit a random mix from the queen's dominant and recessive traits.,XX,Puis la reine transmet à sa progéniture des traits dominants et récessifs aléatoires.,"Quando una regina genera la sua prole, anch'essa eredita un mix casuale di tratti dominanti e recessivi della regina.","Wenn eine Königin Nachkommen zeugt, erben auch diese eine zufällige Mischung aus den dominanten und rezessiven Merkmalen der Königin.","Cuando una reina tiene crías, estas también heredan una mezcla aleatoria de los rasgos dominantes y recesivos de la reina.","Quando uma rainha cria prole, ela também herda um conjunto aleatório de características dominantes e recessivas da rainha.",女王バチが子孫をはん栄するときにも優性形質と劣性形質からランダムに受け継がれる。,,,"当蜂后产生后代时, 它们也同样会继承该蜂后随机混合的显性和隐性特性.",XX
$book2_4_page2_1,,By cross-breeding you can get certain traits onto species that wouldn't ever get them naturally!,XX,Les croisements permettent de conférer certains traits à des espèces qui ne les auraient jamais obtenus naturellement !,"Con l'ibridazione, puoi aggiungere certi tratti in specie che non li avrebbe mai avuti naturalmente!","Durch Kreuzung kann man bestimmte Eigenschaften auf Arten übertragen, die sie auf natürlichem Wege niemals erhalten würden!",¡Los cruzamientos te permitirá conseguir algunos rasgos que no suceden de forma natural en algunas especies!,Ao cruzar diferentes abelhas você conseguirá características que a espécie não conseguiria naturalmente!,交配では、自然には手に入らない特徴が得られることがあるよ！,,,"通过杂交, 你可以使物种获得某些自然条件下永远无法获得的特性!",XX
$book2_4_page2_2,,"When you use a microscope, you can see the dominant traits (⊖) as well as any recessive traits (⊕) if they differ.",XX,"Lorsque tu utilises un microscope, tu peux voir les traits dominants (⊖) ainsi que les traits récessifs (⊕) s'ils diffèrent.","Quando usi un microscopio, puoi vedere i tratti dominanti (⊖) così come quelli recessivi (⊕) se differiscono.","Wenn du ein Mikroskop verwendest, kannst du die dominanten Merkmale sowie alle rezessiven Merkmale sehen, die mit ⊕ gekennzeichnet sind, wenn sie sich unterscheiden.","Al usar un microscopio, podrás ver las diferencias entre los rasgos dominantes y recesivos marcados con ⊕.","Ao usar um microscópio, você verá as características dominantes, tal qual as recessivas, marcadas com ⊕ se forem diferentes.",優性形質(⊖) と劣性形質(⊕)が違う場合、顕微鏡を使って観察できるよ。,,,"使用显微镜时, 你能看到显性特性(⊖)以及任意的隐性(⊕)特性, 前提是两者不同.",XX
$common_species,,Common,XX,Commune,Comune,Gemeine  ,Común,Comum,ノーマル,,,普通,XX
$common_latin,"Latin name for the bee, keep the same if you can. If different you'll need to update all the 'hints' for bees that are mutations of this species, as the hints refer to the bees needed by latin name",Apis Communia,XX,Apis Communia,Apis Communia,Apis Communia,Apis Communia,Apis Communia,Apis Communia,,,Apis Communia,XX
$common_hint,,This species is highly numerous and can be identified by their bright yellow hives.,XX,Cette espèce est très répandue et peut être identifiée par ses ruches jaune vif.,Questa specie è estremamente numerosa e può essere identificata dagli alveari di colore giallo brillante.,Diese Art ist sehr zahlreich und lässt sich an ihren leuchtend gelben Bienenstöcken erkennen.,Este especie se encuentra en grandes cantidades y se puede identificar por sus colmenas de un amarillo brillante.,Essa espécie é numerosa e pode ser identifica por suas colmeias amarelas e brilhantes.,数がかなり多い種で、明るい黄色の巣が目印。,,,"这个种类的蜜蜂数量众多, 可通过其亮黄色的蜂巢进行识别.",XX
$common_desc,,"The 'Common' Bee is found practically everywhere on the Archipelago. A generally friendly, dependable and well-rounded species, it forms the backbone of our modern apiculture.",XX,"L'abeille « commune » se trouve pratiquement partout sur l'archipel. Espèce généralement amicale, fiable et bien équilibrée, elle est la base de notre apiculture moderne.","L'ape 'comune' si trova praticamente ovunque nell'arcipelago. È una specie generalmente amichevole, affidabile ed eclettica. Costituisce la spina dorsale della moderna apicoltura.","Die 'Gemeine' Biene ist praktisch überall auf dem Archipel zu finden. Sie ist im Allgemeinen eine freundliche, zuverlässige und vielseitige Art und bildet das Rückgrat unserer modernen Imkerei.","La abeja 'común' se encuentra prácticamente en todo el archipiélago. Por lo general, se trata de una especie amistosa, confiable y versátil que forma la columna vertebral de la apicultura moderna.","A abelha 'Comum' é encontrada praticamente por todo Arquipélago. Uma espécie normalmente amigável, confiável e equilibrada, que forma a estrutura da nossa apicultura moderna.",「ふつうの」ハチは島々のどこにでもいる。一般的におだやかで、頼りがいがあってバランスの取れた種。現代の養蜂の基本を形作っている。,,,"'普通'蜜蜂在群岛上几乎随处可见. 它们通常是友好, 可靠且全面的物种, 是我们现代化养蜂学的脊梁.",XX
$forest_species,,Forest,XX,Forestière,Silvestre,Wald-,Forestal,Silvestre,森林,,,森林,XX
$forest_latin,"Latin name for the bee, keep the same if you can. If different you'll need to update all the 'hints' for bees that are mutations of this species, as the hints refer to the bees needed by latin name",Apis Silva,XX,Apis Silva,Apis Silva,Apis Silva,Apis Silva,Apis Silva,Apis Silva,,,Apis Silva,XX
$forest_hint,,This species builds elevated hives amongst the trees - look for camouflaged hives.,XX,Cette espèce construit des ruches surélevées parmi les arbres. Cherche les ruches camouflées.,"Questa specie costruisce alveari in alto, tra gli alberi - cerca degli alveari camuffati.",Diese Art baut hoch gelegene Bienenstöcke in den Bäumen - halte nach getarnten Bienenstöcken Ausschau.,"Esta especie construye colmenas elevadas entre los árboles. Busca bien, ya que suelen camuflarse.",Essa espécie constrói colmeias elevadas no meio das árvores - procure por colmeias camufladas.,この種は木の上に巣を作る。森に溶け込んだ巣を探し出そう。,,,"此物种会在树林中的高处建造蜂巢, 所以要注意寻找伪装蜂巢.",XX
$forest_desc,,"Originally a marshland species, the 'Forest' Bee has since migrated to lusher forests. It continues to build in trees - a survival trick originally used to protect the hive from swamp water.",XX,"À l'origine une espèce palustre, l'abeille forestière a depuis migré vers les forêts, plus luxuriantes. Elle continue à construire en hauteur : une astuce de survie utilisée à l'origine pour protéger la ruche des eaux marécageuses.","Di origine inizialmente paludosa, questa specie è poi migrata verso foreste più rigogliose. Continua a costruire gli alveari tra gli alberi - un trucco utilizzato in passato per proteggere l'alveare dall'acqua di palude.","Ursprünglich eine Sumpfart, ist die 'Waldbiene' inzwischen in üppigere Wälder eingewandert. Sie baut weiterhin in Bäumen - ein Überlebenstrick, der ursprünglich dazu diente, den Bienenstock vor Sumpfwasser zu schützen.","La abeja 'forestal' es originaria de las marismas, pero ha migrado a los exuberantes bosques. Aun así, sigue construyendo sus colmenas en los árboles; esta es una técnica de supervivencia que utilizaban para proteger sus hogares del agua de los pantanos.","Originalmente uma espécie do brejo, a abelha 'Silvestre' tem migrado para florestas mais exuberantes. Ela continua a construir em árvores - um truque de sobrevivência que originalmente protegia as colmeias da água do pântano.",元は湿地に生息した種が移動して「森の」ハチとなった。木の上に巣作りをする習慣は変わらない - 湿地の水から巣を守るための生存術だった。,,,"最初是沼泽物种, 但这些'森林'蜜蜂逐渐迁移到了更茂盛的森林中. 它们继续在树上筑巢, 这是一种生存技巧, 最初是用来保护蜂巢不受沼泽的水影响的.",XX
$verge_species,,Verge,XX,Fluviale,Costiera,Rand-,Orillera,Costeira,沿岸,,,沿岸,XX
$verge_latin,"Latin name for the bee, keep the same if you can. If different you'll need to update all the 'hints' for bees that are mutations of this species, as the hints refer to the bees needed by latin name",Apis Paene,XX,Apis Paene,Apis Paene,Apis Paene,Apis Paene,Apis Paene,Apis Paene,,,Apis Paene,XX
$verge_hint,,This species is drawn to shallow water and nests on the shores.,XX,Cette espèce est attirée par les eaux peu profondes et niche sur les rivages.,Questa specie è attirata dall'acqua bassa e nidifica sulle spiagge.,Diese Art zieht es ins flache Wasser und nistet an den Ufern.,Esta especie se siente a gusto en aguas poco profundas y anida en las orillas.,Essa espécie é atraída por águas rasas e se abriga nas praias.,沿岸に巣を作り、浅瀬に生息する種。,,,"这种蜜蜂喜好浅水, 会在沿岸筑巢.",XX
