KEY,NOTES_FOR_LOCALISATION,LINE_EN,LINE_XX,LINE_FR,LINE_IT,LINE_DE,LINE_ES,LINE_BP,LINE_JP,LINE_RU,LINE_KP,LINE_CN,LINE_XX
$seperator_book1_6,"Shown in tooltips in the book, chapter 'overview' title",Challenge,XX,Défi,Sfida,Herausforderung,Desafío,Desafio,挑戦,,,挑战,XX
$seperator_book1_d6,"Shown in tooltips in the book, chapter description",Put your skills to the test.,XX,Mets tes compétences à l'épreuve.,Metti alla prova le tue abilità.,Stelle deine Fähigkeiten auf die Probe,Pon tus habilidades a prueba.,Teste suas habilidades.,自分のスキルを試してみよう,,,来测试一下你的技术.,XX
$time_day_title,Shown in tooltips for the time of day,Day,XX,Jour,Giorno,Tag,Día,Dia,日中,,,白天,XX
$time_day_tooltip,Shown in tooltips for the time of day,What a beeautiful day!,XX,Quelle magnifique journée !,Che bella giornata!,Was für ein wunderschöner Tag!,¡Qué precioso día!,Abelhor hora do dia!,なんて良い日だ！,,,多么美好的一天!,XX
$time_dawn_title,Shown in tooltips for the time of day,Dawn,XX,Aube,Alba,Dämmerung,Amanecer,Amanhecer,夜明けごろ,,,黎明,XX
$time_dawn_tooltip,Shown in tooltips for the time of day,Looks like it'll be daytime soon,XX,On dirait qu'il va bientôt faire jour.,A quanto pare a breve farà giorno.,Es wird wohl bald Tag,Parece que pronto será de día.,Parece que o dia já vai começar,もうすぐ夜が明けるみたいだ,,,看来白天很快就要到了,XX
$time_dusk_title,Shown in tooltips for the time of day,Dusk,XX,Crépuscule,Tramonto,Dämmerung,Atardecer,Anoitecer,夕暮れ時,,,黄昏,XX
$time_dusk_tooltip,Shown in tooltips for the time of day,Looks like it'll be nighttime soon,XX,On dirait qu'il va bientôt faire nuit.,A quanto pare a breve farà notte.,Es wird wohl bald Nacht,Parece que pronto será de noche.,Parece que a noite está chegando,もうすぐ日が暮れるみたいだ,,,看来夜晚很快就要到了,XX
$time_night_title,Shown in tooltips for the time of day,Night,XX,Nuit,Notte,Nacht,Noche,Noite,夜,,,夜晚,XX
$time_night_tooltip,Shown in tooltips for the time of day,Don't stay up too late!,XX,Ne veille pas trop tard !,Meglio non stare svegli fino a tardi!,Bleib nicht zu lange auf!,¡No te quedes hasta muy tarde!,Não fique de pé até tarde!,あまり夜更かしはしないように！,,,别熬夜太晚!,XX
$weather_rain_title,Shown in tooltips for the weather,It's raining!,XX,Il pleut !,Sta piovendo!,Es regnet!,¡Llueve!,Está chovendo!,雨が降っている！,,,下雨了!,XX
$weather_rain_tooltip,Shown in tooltips for the weather,"Some bees hate the rain, others love it!",XX,"Certaines abeilles détestent la pluie, d'autres adorent ça !","Alcune api odiano la pioggia, altre la adorano!","Manche Bienen hassen Regen, andere lieben ihn!","A algunas abejas les encanta la lluvia, ¡otras la odian!","Algumas abelhas odeiam a chuva, outras amam!",雨が嫌いなハチもいれば、大好きなハチもいる！,,,"有些蜜蜂讨厌下雨, 有些喜欢下雨!",XX
$weather_snow_title,Shown in tooltips for the weather,It's snowing!,XX,Il neige !,Sta nevicando!,Es schneit!,¡Nieva!,Está nevando!,雪だ！,,,下雪了!,XX
$weather_snow_tooltip,Shown in tooltips for the weather,"Some bees hate snow, others love it!",XX,"Certaines abeilles détestent la neige, d'autres adorent ça !","Alcune api odiano la neve, altre la adorano!","Manche Bienen hassen Schnee, andere lieben ihn!","A algunas abejas les encanta la nieve, ¡otras la odian!","Algumas abelhas odeiam a neve, outras amam!",雪が嫌いなハチもいれば、大好きなハチもいる！,,,"有些蜜蜂讨厌下雪, 有些喜欢下雪!",XX
$climate_tropic_title,Shown in tooltips for the climate,Tropic Climate,XX,Climat tropical,Clima tropicale,Tropisches Klima,Clima tropical,Clima Tropical,熱帯気候,,,热带气候,XX
$climate_tropic_tooltip,Shown in tooltips for the climate,"Hot and sticky, gross!",XX,"Chaud et humide, ça fait transpirer...","Caldo e afoso, terribile!",Heiß und stickig. Ekelhaft!,"Cálido y pegajoso, ¡qué asco!","Quente e grudento, que nojo!",暑くて湿度が高い、嫌だね！,,,"又热又黏, 真恶心!",XX
$climate_polar_title,Shown in tooltips for the climate,Polar Climate,XX,Climat polaire,Clima polare,Polares Klima,Clima polar,Clima Polar,寒帯気候,,,极地气候,XX
$climate_polar_tooltip,Shown in tooltips for the climate,I'm freezing my bees off!,XX,On se les gèle !,Qui si gela!,Mir friert alles ab!,¡Me congelo!,É de fazer o mel congelar!,ハチが凍っちゃうよ！,,,蜜蜂的翅膀都要冻掉了!,XX
$spice1_effect,Potion effect for running around fast,"Lets you run around really fast, weee!!",XX,"Te fait courir très vite, youhou !","Ti fa correre molto velocemente, uiiiiiii!",Lässt dich superschnell herumlaufen. Juhuuuu!,Te permite correr bien rápido. ¡Uiiiii!,"Permite que você corra muito rápido, weee!!!",すごく速く走れるよ、いぇーい！,,,"能让你跑得非常快, 呜!",XX
$spice2_effect,Potion effect for seeing in the dark,"Lets you see much better at night, who needs carrots?",XX,Te permet de mieux voir la nuit. Qui a besoin de carottes ?,Ti permette di vedere meglio di notte. A chi servono le carote?,Lässt dich nachts viel besser sehen. Wer braucht schon Karotten?,Te permite ver mucho mejor de noche. ¿Quién necesita zanahorias?,Faz com que enxergue melhor à noite. Quem precisa de cenouras?,夜でも見えるようになる。人参はいかが？,,,"能让你在夜晚看得清楚很多, 还吃什么胡萝卜?",XX
$spice3_effect,Potion effect for being able to chop trees in one hit,"Gives you the strength of 1000 bees, trees stand no chance!",XX,"Te donne la force de 1 000 abeilles, les arbres n'ont aucune chance !","Ti dà la forza di 1000 api, gli alberi non hanno alcuna possibilità!","Gibt dir die Kraft von 1.000 Bienen, Bäume haben keine Chance mehr!",Te da la fuerza de mil abejas. ¡Los árboles no son rivales para ti!,"Te dá a força de 1000 abelhas, nenhuma árvore ficará em pé!",ハチ1000匹分の力がみなぎる、木なんてひと振りだ！,,,"让你获得1000只蜜蜂的力量, 树根本不在话下!",XX
$spice4_effect,Potion effect for speeding up time,Makes time go faster even if you're not standing still!,XX,Fait passer le temps plus vite !,Fa passare il tempo più velocemente in qualsiasi circostanza!,"Beschleunigt die Zeit, sogar wenn du nicht still stehst!",Hace que el tiempo pase más rápido en todas las circunstancias.,"Faz com que o tempo passe mais rápido, mesmo se você estiver se movendo!",立ち止まらなくても、時を進められる！,,,"即使你没有站着不动, 也会让时间流逝更快!",XX
$spice5_effect,Potion effect for stopping time,Makes time stand still while the world goes by!,XX,"Le monde tourne, mais le temps s'arrête !",Fa fermare il tempo mentre il mondo continua a girare!,"Lässt die Zeit stillstehen, während die Welt vorbeizieht!",¡Para el tiempo mientras el mundo sigue!,"Faz o tempo parar, enquanto a vida continua a acontecer!",時間は進まないのに、世界は動いている！,,,"在世界奔忙的同时, 让时间静止!",
$spice1_notification,Potion effect for running around fast,Speed Increased!,XX,Accélération !,Velocità aumentata!,Geschwindigkeit erhöht!,¡Velocidad aumentada!,Velocidade aumentada!,スピードが上がった！,,,速度增加!,
$spice2_notification,Potion effect for seeing in the dark,Night Vision!,XX,Vision nocturne !,Visione notturna!,Nachtsicht!,¡Visión nocturna!,Visão noturna!,ナイトビジョン！,,,夜视能力!,
$spice3_notification,Potion effect for being able to chop trees in one hit,Strength Increased!,XX,Force amplifiée !,Forza aumentata!,Stärke erhöht!,¡Fuerza aumentada!,Força aumentada!,力が強くなった！,,,力量增加!,
$spice4_notification,Potion effect for speeding up time,Time Speeds Up!,XX,Le temps accélère !,Tempo accelerato!,Die Zeit vergeht schneller!,¡El tiempo se acelera!,Tempo acelerado!,時間が進むのがはやくなった！,,,时间加速!,
$spice5_notification,Potion effect for stopping time,Time Stands Still!,XX,Le temps s'arrête !,Tempo fermato!,Die Zeit steht still!,¡El tiempo se para!,Tempo congelado!,時間が進むのが遅くなった！,,,时间静止!,
$env_heater_title,Shown in tooltips to show a heater is nearby,Heater Nearby,XX,Chauffage à proximité,Riscaldatore nelle vicinanze,Heizer in der Nähe,Calentador cerca,Aquecedor próximo,近くにあるヒーター,,,附近有加热器,XX
$env_heater_3_tooltip,Shown in tooltips to show climate modification,Feels like a Temperate climate!,XX,On dirait un climat tempéré !,Sembra un clima temperato!,Fühlt sich nach gemäßigtem Klima an!,¡Parece un clima templado!,Sensação de clima Temperado!,ちょうど良い気温だ！,,,感觉像是温和气候!,XX
$env_heater_2_tooltip,Shown in tooltips to show climate modification,Feels like an Arid climate!,XX,On dirait un climat aride !,Sembra un clima arido!,Fühlt sich nach einem staubtrockenem Klima an!,¡Parece un clima árido!,Sensação de clima Árido!,乾燥した気候のようだ！,,,感觉像是干旱气候!,XX
$env_heater_1_tooltip,Shown in tooltips to show climate modification,Feels like a Tropic climate!,XX,On dirait un climat tropical !,Sembra un clima tropicale!,Fühlt sich nach einem tropischen Klima an!,¡Parece un clima tropical!,Sensação de clima Tropical!,熱帯気候のようだ！,,,感觉像是热带气候!,XX
$env_cooler_title,Shown in tooltips to show a cooler is nearby,Cooler Nearby,XX,Refroidisseur à proximité,Raffreddatore nelle vicinanze,Kühler in der Nähe,Enfriador cerca,Resfriador próximo,近くにあるクーラー,,,附近有冷却机,XX
$env_cooler_3_tooltip,Shown in tooltips to show climate modification,Feels like an Arctic climate!,XX,On dirait un climat arctique !,Sembra un clima artico!,Fühlt sich nach einem arktischen Klima an!,¡Parece un clima ártico!,Sensação de clima Ártico!,北極の気候みたいだ！,,,感觉像是严寒气候!,XX
$env_cooler_2_tooltip,Shown in tooltips to show climate modification,Feels like a Temperate climate!,XX,On dirait un climat tempéré !,Sembra un clima temperato!,Fühlt sich nach gemäßigtem Klima an!,¡Parece un clima templado!,Sensação de clima Temperado!,ちょうど良い気温だ！,,,感觉像是温和气候!,XX
$env_cooler_1_tooltip,Shown in tooltips to show climate modification,Feels like a Polar climate!,XX,On dirait un climat polaire !,Sembra un clima polare!,Fühlt sich nach einem polaren Klima an!,¡Parece un clima polar!,Sensação de clima Polar!,寒帯気候のようだ！,,,感觉像是极地气候!,XX
$env_blessed_title,Shown in tooltips for blessed modifier (after ending complete or accessibility option on),Blessed,XX,Bénédiction,Benedizione,Gesegnet,Bendición,Benção,祝福を授かった,,,受祝福,
$env_blessed_tooltip,Shown in tooltips for blessed modifier (after ending complete or accessibility option on),The Hivemother has blessed you!,XX,La Sainte-Reine t'offre sa bénédiction !,La Madre degli Alveari ti ha benedetto!,Die Bienenmutter hat dich gesegnet!,¡La Madre de la Colmena te bendice!,A Mãe das Colmeias te abençoou!,巣の主が祝福してくれた！,,,巢母祝福了你!,
$tooltip_single,Shown in tooltips on single-use items,Single-use,XX,Usage unique,Monouso,Einmaliger Gebrauch,Un solo uso,Uso único,使い捨て,,,一次性,XX
$notification_workbench_title,Notification message for new crafting recipes,New recipes unlocked!,XX,Nouvelle recette !,Nuove ricette sbloccate!,Neue Bauanleitungen!,¡Desbloqueaste nuevas recetas!,Novas receitas liberadas!,新しいクラフトレシピ,,,已解锁新配方!,XX
$notification_workbench_tooltip,Notification message for new crafting recipes,Check your workbench,XX,Va à l'établi,Vedi il tavolo da lavoro,Geh zur Werkbank,Revisa tu mesa de trabajo,Olhe na sua bancada!,作業台をチェックしてみよう,,,查看你的工作台,XX
$notification_bees_title,Notification message for new bee discovered,New species discovered!,XX,Nouvelle espèce !,Nuove specie scoperte!,Neue Spezies entdeckt!,¡Descubriste nuevas especies!,Nova espécie descoberta!,新種のハチを発見した！,,,发现新物种!,XX
$notification_bees_tooltip,Notification message for new bee discovered,Click to learn more,XX,Clique pour en savoir plus,Clicca per saperne di più,"Klicke, um mehr zu erfahren",Haz clic para leer más.,Clique para aprender mais,クリックして詳細を見る,,,点击以了解更多,XX
$notification_bees_gamepad,Notification message for new bee discovered,Press⑪to learn more,XX,Appuie sur ⑪ pour en savoir plus,Premi⑪per saperne di più,"Drücke ⑪, um mehr zu erfahren",Oprime⑪para leer más,Aperte⑪para aprender mais,⑪で詳細を見る,,,按⑪以了解更多,XX
$notification_flower_title,Notification message for new flower discovered,New flower discovered!,XX,Nouvelle fleur !,Nuovo fiore scoperto!,Neue Blume entdeckt!,¡Descubriste una nueva flor!,Nova flor descoberta!,新種の花を発見した！,,,发现新花卉!,XX
$notification_flower_tooltip,Notification message for new flower discovered,Click to learn more,XX,Clique pour en savoir plus,Clicca per saperne di più,"Klicke, um mehr zu erfahren",Haz clic para leer más.,Clique para aprender mais,クリックして詳細を見る,,,点击以了解更多,XX
$notification_flower_gamepad,Notification message for new flower discovered,Press⑪to learn more,XX,Appuie sur ⑪ pour en savoir plus,Premi⑪per saperne di più,"Drücke⑪, um mehr zu erfahren",Oprime⑪para leer más,Aperte⑪para aprender mais,⑪で詳細を見る,,,按⑪以了解更多,XX
$notification_microscope_title,Notification message for bee traits being unlocked via the microcope,Traits unlocked!,XX,Traits débloqués !,Caratteristiche sbloccate!,Eigenschaften freigeschaltet!,¡Desbloqueaste rasgos!,Características liberadas!,特徴が見られるようになった！,,,已解锁特性!,XX
$notification_microscope_tooltip,Notification message for bee traits being unlocked via the microcope,Click to learn more,XX,Clique pour en savoir plus,Clicca per saperne di più,"Klicke, um mehr zu erfahren",Haz clic para leer más.,Clique para aprender mais,クリックして詳細を見る,,,点击以了解更多,XX
$notification_microscope_gamepad,Notification message for bee traits being unlocked via the microcope,Press⑪to learn more,XX,Appuie sur ⑪ pour en savoir plus,Premi⑪per saperne di più,"Drücke⑪, um mehr zu erfahren",Oprime⑪para leer más,Aperte⑪para aprender mais,⑪で詳細を見る,,,按⑪以了解更多,XX
$notification_quest_title,Notification message for having a quest ready to turn in,Chapter complete!,XX,Chapitre terminé !,Capitolo completato!,Kapitel abgeschlossen!,¡Capítulo completado!,Capítulo completo!,チャプタークリア！,,,章节完成!,XX
$notification_quest_tooltip,Notification message for having a quest ready to turn in,Click to claim reward!,XX,Voici ta récompense !,Clicca per la ricompensa!,Klicken für Belohnung!,¡Haz clic para recoger tu recompensa!,Pegue sua recompensa!,クリックして報酬をもらう,,,点击以领取奖励!,XX
$notification_quest_gamepad,Notification message for having a quest ready to turn in,Press⑪to learn more,XX,Appuie sur ⑪ pour en savoir plus,Premi⑪per saperne di più,"Drücke⑪, um mehr zu erfahren",Oprime⑪para leer más,Aperte⑪para aprender mais,⑪で詳細を見る,,,按⑪以了解更多,XX
$notification_notice_title,Notification message for having a notice quest ready to turn in,Quest complete!,XX,Quête terminée !,Missione completata!,Aufgabe abgeschlossen!,¡Misión completada!,Missão concluída!,クエストクリア！,,,任务完成!,XX
$notification_notice_tooltip,Notification message for having a notice quest ready to turn in,Check the noticeboard!,XX,Consulte le panneau d'affichage !,Controlla la bacheca!,Geh zum Schwarzen Brett!,¡Revisa el tablero de anuncios!,Verifique o quadro de avisos!,掲示板をチェックしよう！,,,请查看公告板!,XX
$notification_rain_title,Notification message for weather,Weather report,XX,Bulletin météo,Bollettino meteo,Wetterbericht,Informe del clima,Previsão do tempo,天気予報,,,天气预报,XX
$notification_rain_tooltip,Notification message for weather,Looks like rain today!,XX,On dirait qu'il va pleuvoir aujourd'hui !,Sembra che oggi pioverà!,Sieht nach Regen aus!,¡Parece que hoy lloverá!,Parece que vai chover hoje!,今日は雨のようだね！,,,看来今天要下雨!,XX
$notification_snow_tooltip,Notification message for weather,Looks like snow today!,XX,On dirait qu'il va neiger aujourd'hui !,Sembra che oggi nevicherà!,Sieht nach Schnee aus!,¡Parece que hoy nevará!,Parece que vai nevar hoje!,今日は雪のようだね！,,,看来今天要下雪!,XX
$notification_mag_title,Notification message for getting a conservation magazine unlocked,You made the news!,XX,Tu es dans la presse !,Hai fatto notizia!,Du hast es in die Nachrichten geschafft!,¡Estás en las noticias!,Você virou notícia!,ニュースに載ったよ！,,,你上新闻了!,XX
$notification_mag_tooltip,Notification message for getting a conservation magazine unlocked,Click to read more,XX,Clique pour en savoir plus,Clicca per saperne di più,"Klicke, um mehr zu lesen",Haz clic para leer más.,Clique para ler mais,クリックして読む,,,点击以阅读更多,XX
$notification_altar_title,Notification message for getting your prayers heard at a Hivemother 'altar',Praise Bee!,XX,Louée soit-Elle !,Lode all'Ape!,Ich bien gesegnet!,¡Alabejada sea!,Abelhaçoado seja!,ハチを称えよう！,,,赞美蜜蜂!,XX
$notification_altar_tooltip,Notification message for getting your prayers heard at a Hivemother 'altar',Your prayer was heard,XX,Votre prière a été entendue,La tua preghiera è stata ascoltata,Dein Gebet wurde erhört,Tu plegaria se escuchó,Sua prece foi ouvida,祈りが届いた,,,你的祷告已被听到,XX
$notification_book_title,Notification for completing a book,Book Completed!,XX,Livre terminé !,Libro completato!,Buch abgeschlossen!,¡Libro completado!,Livro completo!,本が完成！,,,书本完成!,
$bin_empty,Tooltip for trashbin button when no items inside,No items,XX,Aucun objet,Non hai oggetti,Keine Gegenstände,No hay objetos,Sem itens,アイテムなし,,,无物品,XX
$bin_single,Tooltip for trashbin button when 1 item inside,Bin item,XX,Ordure,Oggetto nel cestino,Gegenstand im Papierkorb,Objeto en la basura,Item da lixeira,ゴミ箱のアイテム,,,箱内物品,XX
$bin_multiple,Tooltip for trashbin button when multiple items inside (plural),Bin items,XX,Ordures,Oggetti nel cestino,Gegenstände im Papierkorb,Objetos en la basura,Itens da lixeira,ゴミ箱のアイテム,,,箱内物品,XX
$snap_to_grid_def,Tooltip for being able to snap to the grid,Hold 'Shift' to snap to the grid,XX,Maintiens Shift pour ajuster sur la grille,Tieni premuto 'Shift' per agganciare la griglia,"Shift' gedrückt halten, um am Raster anzuheften",Mantén Mayúsculas para enviar a la cuadrícula,Segure 'Shift' para ajustar à grade,shiftを長押しでグリッドにスナップ,,,按住'Shift'以对齐网格,XX
$snap_to_grid_gamepad,Tooltip for being able to snap to the grid,Hold ⑬ or ⑮ to snap to the grid,XX,Maintiens ⑬ ou ⑮ pour ajuster sur la grille,Tieni premuto ⑬ o ⑮ per agganciare la griglia,"⑬ oder ⑮ gedrückt halten, um am Raster anzuheften",Mantén ⑬ o ⑮ para enviar a la cuadrícula,Segure ⑬ ou ⑮ para ajustar à grade,⑬か⑮でグリッドにスナップ,,,按住⑬或⑮以对齐网格,XX
$rclick_to_drop,Tooltip for being able to right-click to drop items,◇ to drop items on the ground,XX,◇ pour laisser tomber des objets au sol,Premi ◇ per lasciare degli oggetti a terra,◇ um Gegenstände auf den Boden fallen zu lassen,Oprime ◇ para dejar objetos en el suelo,◇ para soltar itens no chão,◇でアイテムを地面に置く,,,◇将物品丢到地上,XX
$not_enough,Used to show you don't meet the requirements on gamepad,Not enough items,XX,Pas assez d'objets,Oggetti insufficienti,Nicht genug Gegenstände,Objetos insuficientes,Sem itens suficientes,アイテムが必要,,,物品不足,XX
$are_you_sure,Used when a file is changed to 'delete' mode,Delete this world?,XX,Supprimer ce monde ?,Cancellare questo mondo?,Welt löschen?,¿Quieres eliminar este mundo?,Apagar este mundo?,このワールドを削除する？,,,删除这个世界?,XX
$are_you_player,Unused,Delete this player?,XX,Supprimer ce profil ?,Cancellare questo giocatore?,Spieler löschen?,¿Quieres eliminar este perfil?,Apagar esse jogador?,このプレイヤーを削除する？,,,删除此玩家?,
$whats_your_name,Used in the input box where you enter your name for the game,What's your name?,XX,Comment t'appelles-tu ?,Come ti chiami?,Wie heißt du?,¿Cómo te llamas?,Qual é o seu nome?,名前は？,,,你的名字是?,XX
$bee_special_produce,Tooltip shown in the bee book for when you haven't used frames with this specific bee species,Fill frames using this species to learn more!,XX,Remplis des cadres avec cette espèce pour en savoir plus !,Riempi i telai usando questa specie per saperne di più!,"Fülle Rähmchen mit dieser Spezies, um mehr zu erfahren!",¡Llena cuadros con esta especie para descubrir más!,Preencha quadros usando essa espécie para aprender mais!,この種でフレームをいっぱいにして先に進もう！,,,用这个物种填满巢框以了解更多!,XX
$conservation_lost,Conservation status when the bee is 'lost',Rehabilitate more bees to save this species!,XX,Réhabilite plus d'abeilles pour sauver cette espèce !,Riabilita altre api per salvare questa specie!,"Entlasse mehr Bienen in die Wildnis, um diese Spezies zu retten!",¡Recupera más abejas para salvar a esta especie!,Reabilite mais abelhas para salvar essa espécie!,もっとたくさんのハチを回復させてこの種を救おう！,,,让更多蜜蜂复原以拯救此物种!,XX
$conservation_vulnerable,Conservation status when the bee is 'vulnerable',Rehabilitate more bees to save this species!,XX,Réhabilite plus d'abeilles pour sauver cette espèce !,Riabilita altre api per salvare questa specie!,"Entlasse mehr Bienen in die Wildnis, um diese Spezies zu retten!",¡Recupera más abejas para salvar a esta especie!,Reabilite mais abelhas para salvar essa espécie!,もっとたくさんのハチを回復させてこの種を救おう！,,,让更多蜜蜂复原以拯救此物种!,XX
$conservation_rallying,Conservation status when the bee is 'rallying',"You're almost there, keep it up!",XX,"Tu y es presque, continue comme ça !","Ci sei quasi, continua!","Fast geschafft, weiter so!","¡Ya casi, sigue así!","Quase lá, continue assim!",もうすぐだ、頑張って！,,,"快成功了, 继续保持!",XX
$conservation_thriving_def,Conservation status when the bee is 'thriving',"This species is saved, all thanks to you!",XX,Cette espèce est sauvée grâce à toi !,"Questa specie è salva, e solo grazie a te!","Diese Spezies wurde gerettet, nur Dank dir!","Esta especie está salvada, ¡y todo gracias a ti!",A espécie foi salva graças aos seus esforços!,この種は救われた、キミのおかげだ！,,,"此物种已得到拯救, 多亏有你!",XX
$conservation_thriving_alt,Conservation status when the bee is 'thriving' (but not because of Player actions),This species is saved!,XX,Cette espèce est sauvée !,Questa specie è salva!,Diese Spezies wurde gerettet!,¡Esta especie está salvada!,A espécie está salva!,この種は救われた！,,,此物种已得到拯救!,XX
$flower_undiscovered,Message in the flower book when a flower is undiscovered,Discover this flower to learn more about its effects!,XX,Découvre cette fleur pour en savoir plus sur ses effets !,Scopri questo fiore per saperne di più sui suoi effetti!,"Entdecke diese Blume, um mehr über ihre Effekte zu erfahren!",¡Descubre esta flor para aprender más sobre sus efectos!,Descubra essa flor para aprender mais sobre seus efeitos!,この花を見つけて効果を見てみよう！,,,发现此花卉以对其效果了解更多!,XX
