KEY,NOTES_FOR_LOCALISATION,LINE_EN,LINE_XX,LINE_FR,LINE_IT,LINE_DE,LINE_ES,LINE_BP,LINE_JP,LINE_RU,LINE_KP,LINE_CN,LINE_XX
$button13_tooltip,,Click to take on Beenjamin's tests!,XX,Clique pour passer les examens d'Hippolen !,Clicca per accettare le prove di Favino!,"Hier klicken, um sich Bienjamins Proben zu stellen!",¡Haz clic para hacer las pruebas de Abenjamín!,Clique para aceitar os testes do Benjamel!,クリックして蜂ノ宮博士のテストを受けよう！,,,点击以接受本杰蜜的测验!,XX
$button14_name,,Help Wanted!,XX,Petites annonces,Cercasi aiutante!,Hilfe gesucht!,¡Se busca ayuda!,Procura-se ajuda!,ヘルプが必要！,,,需要帮助!,XX
$button14_tooltip,,Click to help the townspeople of APICO!,XX,Clique pour aider les habitants d'APICO !,Clicca per aiutare gli abitanti di APICO!,"Hier klicken, um den Dorfbewohnern von APICO zu helfen!",¡Haz clic para ayudar a los habitantes de APICO!,Clique para ajudar os habitantes de APICO!,クリックしてAPICOの街の人たちを助けよう！,,,点击以帮助蜂语镇的居民们!,XX
$button15_name,,Captain's Orders,XX,Ordres du capitaine,Incarichi del capitano,Anordnungen des Käpt'n,Encargos del capitán,Ordens do Capitão,船長の命令,,,船长订单,XX
$button15_tooltip,,Click to help fulfill Skipper's orders!,XX,Clique pour traiter les commandes du Capitaine !,Clicca per aiutare Skipper a evadere gli ordini!,"Hier klicken, um die Anordnungen des Käpt'n zu befolgen!",¡Haz clic para ayudar a don Costa a completar sus encargos!,Clique para cumprir as ordens do Capitão!,クリックして船長の命令をきこう！,,,点击以帮助完成船长的订单!,XX
$button16_name,,Storage Tab,XX,Onglet de stockage,Scheda del magazzino,Lager-Reiter,Pestaña de almacenamiento,Aba de Armazenamento,保管タブ,,,储存标签页,
$button16_tooltip,,Click to load storage for this species,XX,Clique pour charger le stockage de cette espèce,Clicca per caricare il magazzino di questa specie,"Klicke hier, um das Lager dieser Spezies aufzurufen",Haz clic para cargar el almacenamiento de esta especie.,Clique para carregar o armazém dessas espécies,クリックしてハチを保管できるスペースを確保しよう,,,点击以为此蜂种加载储存空间,
$mechanism1_name,,Sawbench Mechanism,XX,Mécanisme du banc de scie,Meccanismo: Banco sega,Sägebank-Mechanismus,Mecanismo de sierra,Mecanismo de Serra,ノコ台のハンドル,,,锯床操作,XX
$mechanism1_tooltip,,Drag the ◍ with ◆ or use the ◀ or ▶ keys!,XX,Fais glisser les ◍ avec ◆ ou utilise les touches ◀ ou ▶ !,Trascina il ◍ con ◆ o usa i tasti ◀ o ▶!,Ziehe das ◍ mit ◆ oder benutze die ◀ oder ▶ Tasten!,¡Arrastra ◍ con ◆ o usa las teclas ◀ o ▶!,Arraste o ◍ com ◆ ou use as teclas ◀ ou ▶!,◆で◍をドラッグする か、◀ ▶キーを使おう！,,,用◆拖动◍或用◀与▶键!,XX
$mechanism2_name,,Uncapping Mechanism,XX,Mécanisme de désoperculation,Meccanismo: Disorpecolatrice,Regler zum Aufschaben,Mecanismo de destape,Mecanismo de Desoperculação,空きスペースを作るハンドル,,,除盖操作,XX
$mechanism2_tooltip,,Drag the ◍ with ◆ or use the ▼ key!,XX,Fais glisser les ◍ avec ◆ ou utilise la touche ▼ !,Trascina il ◍ con ◆ o usa il tasto ▼!,Ziehe das ◍ mit ◆ oder benutze die ▼ Taste!,¡Arrastra ◍ con ◆ o usa la tecla ▼!,Arraste o ◍ com ◆ ou use a tecla ▼!,◆で◍をドラッグする か、▼キーを使おう！,,,用◆拖动◍或用▼键!,XX
$mechanism3_name,,Extractor Mechanism,XX,Mécanisme de l'extracteur,Meccanismo: Estrattore,Extraktor-Mechanismus,Mecanismo de extractor,Mecanismo de Extração,抽出器のハンドル,,,抽取器操作,XX
$mechanism4_name,,Clockwork Mechanism,XX,Mécanisme semi-automatique,Meccanismo: Ingranaggio,Uhrwerk-Mechanismus,Mecanismo de relojería,Mecanismo de Engrenagem,ぜんまいじかけの機械のハンドル,,,发条机械操作,XX
$mechanism4_tooltip,,Drag the ◍ with ◆ or use the ▶ key!,XX,Fais glisser les ◍ avec ◆ ou utilise la touche ▶ !,Trascina il ◍ con ◆ o usa il tasto ▶!,Ziehe das ◍ mit ◆ oder benutze die ▶ Taste!,¡Arrastra ◍ con ◆ o usa la tecla ▶!,Arraste o ◍ com ◆ ou use a tecla ▶!,◆で◍をドラッグする か、 ▶キーを使おう！,,,用◆拖动◍或用▶键!,XX
$tab1_name,,General Items,XX,Objets généraux,Oggetti generali,Allgemeine Gegenstände,Objetos generales,Miscelânea,アイテム一般,,,通用物品,XX
$tab1_tooltip,,Click to view all general crafting recipes,XX,Clique pour afficher toutes les recettes générales d'artisanat,Clicca per vedere tutte le ricette in generale.,"Hier klicken, um alle allgemeinen Bauanleitungen anzuzeigen",Haz clic para ver todas las recetas generales.,Clique para ver as receitas de criação de miscelânea,クリックしてすべてのクラフトの手順を見る,,,点击查看所有通用物品的制造配方,XX
$tab2_name,,Tool Items,XX,Outils,Attrezzi,Werkzeuge,Herramientas,Ferramentas,道具,,,工具物品,XX
$tab2_tooltip,,Click to view all tool recipes,XX,Clique pour afficher toutes les recettes d'outils,Clicca per vedere le ricette di creazione degli attrezzi.,"Hier klicken, um alle Werkzeug-Bauanleitungen anzuzeigen",Haz clic para ver todas las recetas de herramientas.,Clique para ver as receitas de criação de ferramentas,クリックして道具の作り方を見る,,,点击查看所有工具配方,XX
$tab3_name,,Beekeeping Items,XX,Apiculture,Oggetti di apicoltura,Imker-Gegenstände,Objetos de apicultura,Itens de Apicultura,養蜂アイテム,,,养蜂物品,XX
$tab3_tooltip,,Click to view all beekeeping recipes,XX,Clique pour afficher toutes les recettes d'apiculture,Clicca per vedere le ricette di apicoltura.,"Hier klicken, um alle Imker-Bauanleitungen anzuzeigen",Haz clic para ver todas las recetas de apicultura.,Clique para ver as receitas de apicultura,クリックして養蜂アイテムの作り方を見る,,,点击查看所有养蜂配方,XX
$tab4_name,,Decoration Items,XX,Décoration,Oggetti decorativi,Dekorationen,Objetos de decoración,Decorações,装飾アイテム,,,装饰物品,XX
$tab4_tooltip,,Click to view all decoration recipes,XX,Clique pour afficher toutes les recettes de déco,Clicca per vedere la ricette di creazione delle decorazioni.,"Hier klicken, um alle Bauanleitungen für Dekorationen anzuzeigen",Haz clic para ver todas las recetas de decoración.,Clique para ver todas as receitas de decoração,クリックして装飾の手順を見る,,,点击查看所有装饰配方,XX
$tab5_name,,Painting Items,XX,Peinture,Oggetti di pittura,Maler-Zubehör,Objetos de pintura,Itens de Pintura,塗装アイテム,,,涂刷物品,XX
$tab5_tooltip,,Click to view all painting recipes,XX,Clique pour afficher toutes les recettes de peinture,Clicca per vedere la ricette di creazione della pittura.,"Klicke hier, um alle Bauanleitungen fürs Malen anzuzeigen",Haz clic para ver todas las recetas de pintura.,Clique para ver todas as receitas de pintura,クリックして塗装の手順を見る,,,点击查看所有涂刷配方,XX
$tree_name,,Tree,XX,Arbre,Albero,Baum,Árbol,Árvore,木,,,树,XX
$tree_tooltip,,Can be chopped down with an Axe for Logs,XX,Peut être abattu à l'aide d'une hache pour obtenir des bûches,Si può tagliare con un'ascia per ottenere dei tronchi.,Kann mit einer Axt für Baumstämme gefällt werden,Puedes talarlo con un hacha para obtener troncos.,Pode ser derrubada com um Machado para pegar Troncos,斧を使って丸太にできる,,,可用斧砍倒获取原木,XX
$shrub_name,,Shrub,XX,Arbuste,Arbusto,Strauch,Arbusto,Arbusto,低木,,,灌木,XX
$shrub_tooltip,,Can be harvested by hand or chopped down with an Axe for Logs,XX,Peut être récolté à la main ou abattu à l'aide d'une hache pour obtenir des bûches,Può essere raccolto a mano o tagliato con un'ascia per ottenere tronchi.,Kann von Hand geerntet oder für Baumstämme mit der Axt zerlegt werden,Puedes recogerlo con las manos o talarlo con un hacha para obtener troncos.,Pode ser colhido com suas mãos ou derrubado com um Machado para pegar Troncos,手で収穫でき、斧を使って丸太にできる,,,可用手采集或用斧砍倒获取原木,XX
$sapling1_name,,Tree Sapling,XX,Pousse d'arbre,Alberello,Baumsamen,Retoño de árbol,Muda de Árvore,苗木,,,树苗,XX
$sapling1_tooltip,,Can be uprooted with a Spade,XX,Peut être déraciné avec une bêche,Può essere sradicato con una vanga.,Kann mit einem Spaten gepflanzt werden,Puedes arrancarlo con una pala.,Pode ser removida com uma Pá,シャベルで掘り起こせる,,,可用铲挖出,XX
$sapling2_name,,Shrub Sapling,XX,Pousse d'arbuste,Arboscello,Buschsamen,Retoño de arbusto,Muda de Arbusto,低木の苗木,,,灌木苗,XX
$rock1_name,,Small Rocks,XX,Petites roches,Rocce piccole,Kleine Felsen,Rocas pequeñas,Pedras pequenas,岩のかけら,,,小石块,XX
$rock1_tooltip,,Can be mined with a Pickaxe,XX,Peuvent être minées avec une pioche,Possono essere estratte con un piccone.,Kann mit einer Spitzhacke abgebaut werden,Puedes recogerlas con una piqueta.,Podem ser mineradas com uma Picareta,つるはしで採鉱できる,,,可用镐采矿,XX
$rock2_name,,Large Rocks,XX,Grandes roches,Rocce grandi,Große Felsen,Rocas grandes,Pedras grandes,おおきな岩,,,大石块,XX
$rock2_tooltip,,"A tougher rock, can be mined with a Stone Pickaxe",XX,"Une roche plus dure, qui peut être minée avec une pioche en pierre","Rocce più dure, che si possono estrarre con un piccone di pietra.","Ein härteres Gestein, das mit einer Steinspitzhacke abgebaut werden kann",Son más resistentes. Puedes recogerlas con una piqueta de piedra.,"Uma pedra mais resistente, pode ser minerada com uma Picareta de Pedra",丈夫な岩。石のつるはしで採鉱できる,,,"坚硬的石块, 可用石镐采矿",XX
$flower_tooltip,Used when hovering over a flower,Can be picked up by hand,XX,Peut être ramassée à la main,Può essere raccolto a mano.,Kann mit der Hand aufgenommen werden,Puedes recogerla con las manos.,Pode ser coletada pelas suas mãos,手で摘める,,,可用手采摘,XX
$flower_item_tooltip_g,Used when hovering over a flower item (non-aquatic flowers),Can be placed on grass or in a Flowerpot,XX,Peut être placée sur l'herbe ou dans un pot de fleurs,Può essere collocato sull'erba o in una fioriera.,Kann auf Gras oder in einem Blumentopf platziert werden,Puedes colocarla en la hierba o en un florero.,Pode ser colocada na grama ou num Vaso de flores,草原か植木鉢に植えられる,,,可放在草地上或花盆中,XX
$flower_item_tooltip_w,Used when hovering over a flower item (aquatic flowers),Can be placed in water or in a Flowerpot,XX,Peut être placée dans l'eau ou dans un pot de fleurs,Può essere collocato in acqua o in una fioriera.,Kann im Wasser oder in einem Blumentopf platziert werden,Puedes colocarla en el agua o en un florero.,Pode ser colocada na água ou num Vaso de flores,水の上か植木鉢に植えられる,,,可放在水中或花盆中,XX
$flower01,Should match the flower name in L_Flowers,Honeyrose,XX,Rosamiel,Rosamiele,Honigrose,Rosamiel,Rosa-de-mel,ハニーローズ,,,蜜玫瑰,XX
$flower02,Should match the flower name in L_Flowers,Swarmwort,XX,Lotussaim,Mostosciame,Schwarmkraut,Loto enjambre,Lótus-do-enxame,ブルーロータス,,,蜂草,XX
$flower03,Should match the flower name in L_Flowers,Beekeeper's Delight,XX,Tournabelle,Delizia dell'Apicoltore,Imkerfreude,Sueño de apicultor,Encanto-do-apicultor,養蜂家のよろこび,,,蜂人喜,XX
$flower04,Should match the flower name in L_Flowers,Honeybriar,XX,Sapicole,Mielespina,Honigbeere,Mielespina,Azamélia,ハニーブライアー,,,蜜蔷薇,XX
$flower05,Should match the flower name in L_Flowers,Goldenrod,XX,Pollenaire royale,Steldorato,Goldrute,Varadorada,Caule-dourado,アキノキリンソウ,,,秋麒麟花,XX
$flower06,Should match the flower name in L_Flowers,Beesknees,XX,Nénumiel,Agape d'ape,Wasserbielie,Ala de abeja,Mel-na-chupeta,ビーズニーズ,,,蜂膝花,XX
$flower07,Should match the flower name in L_Flowers,Hivesbane,XX,Aconit des ruches,Flagello degli alveari,Stock-Kraut,Colmenólito,Perdição-das-colmeias,ポイズンローズ,,,巢祸花,XX
$flower08,Should match the flower name in L_Flowers,Pondshine,XX,Éclat d'étang,Splendor d'acqua,Teichlicht,Estánquea,Brilho-do-lago,ポンドシャイン,,,池光花,XX
$flower09,Should match the flower name in L_Flowers,Honeydrop,XX,Midromel,Goccia di miele,Honigtropfen,Rocío de miel,Gota-de-mel,ハニードロップ,,,蜜滴花,XX
